index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,site_research_status,site_research_basis,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
36,COL-S1-000037,colorado,record_book_game_by_game,1906-1907,1907,1907-01-25,DENVER,Denver,denver,Yes,26,21,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 25 DENVER W26-21,resolved,,,,,,,
37,COL-S1-000038,colorado,record_book_game_by_game,1906-1907,1907,1907-01-29,EVANSTON UNIVERSITY,Crescent Athletic Association (Evanston),crescent-athletic-association,No,21,36,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 29 EVANSTON UNIVERSITY L 21-36,resolved,,,,,,,
38,COL-S1-000039,colorado,record_book_game_by_game,1906-1907,1907,1907-01-30,EVANSTON UNIVERSITY,Crescent Athletic Association (Evanston),crescent-athletic-association,No,28,27,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 30 EVANSTON UNIVERSITY W28-27,resolved,,,,,,,
39,COL-S1-000040,colorado,record_book_game_by_game,1906-1907,1907,1907-02-01,at Colorado State,Colorado State,colorado-state,Yes,21,31,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 1 at Colorado State L 21-31,resolved,,,,,,,
40,COL-S1-000041,colorado,record_book_game_by_game,1906-1907,1907,1907-02-08,COLORADO STATE,Colorado State,colorado-state,Yes,18,32,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 8 COLORADO STATE L 18-32,resolved,,,,,,,
41,COL-S1-000042,colorado,record_book_game_by_game,1906-1907,1907,1907-02-23,VICTORS,Victors,victors,No,18,38,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 23 VICTORS L 18-38,resolved,,,,,,,
42,COL-S1-000043,colorado,record_book_game_by_game,1906-1907,1907,1907-02-24,VICTORS,Victors,victors,No,42,33,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 24 VICTORS W42-33,resolved,,,,,,,
43,COL-S1-000044,colorado,record_book_game_by_game,1906-1907,1907,1907-03-08,at Colorado Mines,Colorado Mines,colorado-mines,No,41,29,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,M 8 at Colorado Mines W41-29,resolved,,,,,,,
44,COL-S1-000045,colorado,record_book_game_by_game,1907-1908,1908,1907-12-31,at Colorado State,Colorado State,colorado-state,Yes,21,29,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,D 31 at Colorado State L 21-29,resolved,,,,,,,
45,COL-S1-000046,colorado,record_book_game_by_game,1907-1908,1908,1908-01-06,at Company F,Company F,company-f,No,36,14,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,J 6 at Company F W36-14,resolved,,,,,,,
46,COL-S1-000047,colorado,record_book_game_by_game,1907-1908,1908,1908-01-09,ARCTICS (Alaska),Arctics (Alaska),arctics-alaska,No,39,55,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 9 ARCTICS (Alaska) L 39-55,resolved,,,,,,,
47,COL-S1-000048,colorado,record_book_game_by_game,1907-1908,1908,1908-01-14,WYOMING,Wyoming,wyoming,Yes,57,23,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 14 WYOMING W57-23,resolved,,,,,,,
48,COL-S1-000049,colorado,record_book_game_by_game,1907-1908,1908,1908-01-17,LONGMONT A.C.,Longmont Athletic Club,longmont-athletic-club,No,29,28,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 17 LONGMONT A.C. W29-28,resolved,,,,,,,
49,COL-S1-000050,colorado,record_book_game_by_game,1907-1908,1908,1908-01-24,at Greeley Arrows,Greeley Arrows,greeley-arrows,No,36,31,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,J 24 at Greeley Arrows W36-31,resolved,,,,,,,
50,COL-S1-000051,colorado,record_book_game_by_game,1907-1908,1908,1908-02-01,MUSCATINE (Iowa),Muscatine (Iowa),muscatine-iowa,No,30,49,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 1 MUSCATINE (Iowa) L 30-49,resolved,,,,,,,
51,COL-S1-000052,colorado,record_book_game_by_game,1907-1908,1908,1908-02-07,at Colorado State,Colorado State,colorado-state,Yes,43,27,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 7 at Colorado State W43-27,resolved,,,,,,,
52,COL-S1-000053,colorado,record_book_game_by_game,1907-1908,1908,1908-02-19,DENVER,Denver,denver,Yes,26,9,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 19 DENVER W26- 9,resolved,,,,,,,
53,COL-S1-000054,colorado,record_book_game_by_game,1907-1908,1908,1908-02-25,at Denver,Denver,denver,Yes,22,30,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 25 at Denver L 22-30,resolved,,,,,,,
54,COL-S1-000055,colorado,record_book_game_by_game,1907-1908,1908,1908-02-28,at Colorado Mines,Colorado Mines,colorado-mines,No,29,50,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 28 at Colorado Mines L 29-50,resolved,,,,,,,
55,COL-S1-000056,colorado,record_book_game_by_game,1907-1908,1908,1908-03-06,COLORADO MINES,Colorado Mines,colorado-mines,No,16,39,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,M 6 COLORADO MINES L 16-39,resolved,,,,,,,
56,COL-S1-000057,colorado,record_book_game_by_game,1908-1909,1909,1909-01-29,DENVER YMCA,Denver YMCA,denver-ymca,No,26,24,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 29 DENVER YMCA W26-24,resolved,,,,,,,
57,COL-S1-000058,colorado,record_book_game_by_game,1908-1909,1909,1909-02-12,at Colorado Mines,Colorado Mines,colorado-mines,No,16,39,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 12 at Colorado Mines L 16-39,resolved,,,,,,,
58,COL-S1-000059,colorado,record_book_game_by_game,1908-1909,1909,1909-02-25,at Westminster,Westminster,westminster-utah,No,61,38,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 25 at Westminster W61-38,resolved,,,,,,,
59,COL-S1-000060,colorado,record_book_game_by_game,1908-1909,1909,1909-02-26,COLORADO MINES,Colorado Mines,colorado-mines,No,39,35,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 26 COLORADO MINES W39-35,resolved,,,,,,,
60,COL-S1-000061,colorado,record_book_game_by_game,1908-1909,1909,1909-02-27,at Denver YMCA,Denver YMCA,denver-ymca,No,23,44,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 27 at Denver YMCA L 23-44,resolved,,,,,,,
61,COL-S1-000062,colorado,record_book_game_by_game,1908-1909,1909,1909-03-04,WESTMINSTER,Westminster,westminster-utah,No,71,11,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,M 4 WESTMINSTER W71-11,resolved,,,,,,,
62,COL-S1-000063,colorado,record_book_game_by_game,1908-1909,1909,1909-03-05,at Greeley Pioneers,Greeley Pioneers,greeley-pioneers,No,34,45,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,M 5 at Greeley Pioneers L 34-45,resolved,,,,,,,
63,COL-S1-000064,colorado,record_book_game_by_game,1909-1910,1910,1909-12-17,at Greeley Arrows,Greeley Arrows,greeley-arrows,No,35,45,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,D 17 at Greeley Arrows L 35-45,resolved,,,,,,,
64,COL-S1-000065,colorado,record_book_game_by_game,1909-1910,1910,1909-12-27,at Leadville H.S.,Leadville High School,leadville-high-school,No,76,10,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,D 27 at Leadville H.S. W76-10,resolved,,,,,,,
65,COL-S1-000066,colorado,record_book_game_by_game,1909-1910,1910,1909-12-28,at Grand Junction YMCA,Grand Junction YMCA,grand-junction-ymca,No,71,12,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,D 28 at Grand Junction YMCA W71-12,resolved,,,,,,,
66,COL-S1-000067,colorado,record_book_game_by_game,1909-1910,1910,1909-12-29,at Lehi (Utah),Lehi (Utah),lehi-utah,No,29,52,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,D 29 at Lehi (Utah) L 29-52,resolved,,,,,,,
67,COL-S1-000068,colorado,record_book_game_by_game,1909-1910,1910,1910-01-01,at Salt Lake YMCA,Salt Lake YMCA,salt-lake-ymca,No,15,58,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,J 1 at Salt Lake YMCA L 15-58,resolved,,,,,,,
68,COL-S1-000069,colorado,record_book_game_by_game,1909-1910,1910,1910-01-02,at Salt Lake YMCA,Salt Lake YMCA,salt-lake-ymca,No,50,29,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,J 2 at Salt Lake YMCA W50-29,resolved,,,,,,,
69,COL-S1-000070,colorado,record_book_game_by_game,1909-1910,1910,1910-01-03,at Weber State A.C.,Weber State,weber-state,Yes,45,24,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,J 3 at Weber State A.C. W45-24,resolved,,,,,,,
70,COL-S1-000071,colorado,record_book_game_by_game,1909-1910,1910,1910-01-28,GREELEY ARROWS,Greeley Arrows,greeley-arrows,No,35,45,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 28 GREELEY ARROWS L 35-45,resolved,,,,,,,
71,COL-S1-000072,colorado,record_book_game_by_game,1909-1910,1910,1910-02-05,*at Colorado State,Colorado State,colorado-state,Yes,34,31,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 5 *at Colorado State W34-31,resolved,,,,,,,
72,COL-S1-000073,colorado,record_book_game_by_game,1909-1910,1910,1910-02-11,*COLORADO MINES,Colorado Mines,colorado-mines,No,42,38,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 11 *COLORADO MINES W42-38,resolved,,,,,,,
73,COL-S1-000074,colorado,record_book_game_by_game,1909-1910,1910,1910-02-19,*COLORADO STATE,Colorado State,colorado-state,Yes,41,30,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 19 *COLORADO STATE W41-30,resolved,,,,,,,
74,COL-S1-000075,colorado,record_book_game_by_game,1909-1910,1910,1910-02-22,*at Colorado Mines,Colorado Mines,colorado-mines,No,21,36,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 22 *at Colorado Mines L 21-36,resolved,,,,,,,
75,COL-S1-000076,colorado,record_book_game_by_game,1910-1911,1911,1911-01-20,*at Colorado Mines,Colorado Mines,colorado-mines,No,23,26,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,J 20 *at Colorado Mines L 23-26,resolved,,,,,,,
76,COL-S1-000077,colorado,record_book_game_by_game,1910-1911,1911,1911-02-03,*COLORADO STATE,Colorado State,colorado-state,Yes,35,20,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 3 *COLORADO STATE W35-20,resolved,,,,,,,
77,COL-S1-000078,colorado,record_book_game_by_game,1910-1911,1911,1911-02-10,*at Colorado State,Colorado State,colorado-state,Yes,33,17,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 10 *at Colorado State W33-17,resolved,,,,,,,
78,COL-S1-000079,colorado,record_book_game_by_game,1910-1911,1911,1911-02-11,at Wyoming,Wyoming,wyoming,Yes,27,26,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 11 at Wyoming W27-26,resolved,,,,,,,
79,COL-S1-000080,colorado,record_book_game_by_game,1910-1911,1911,1911-02-17,*COLORADO MINES,Colorado Mines,colorado-mines,No,23,38,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 17 *COLORADO MINES L 23-38,resolved,,,,,,,
80,COL-S1-000081,colorado,record_book_game_by_game,1910-1911,1911,1911-02-25,WYOMING,Wyoming,wyoming,Yes,65,12,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 25 WYOMING W65-12,resolved,,,,,,,
81,COL-S1-000082,colorado,record_book_game_by_game,1911-1912,1912,1912-01-27,*COLORADO MINES,Colorado Mines,colorado-mines,No,26,32,L,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,J 27 *COLORADO MINES L 26-32,resolved,,,,,,,
82,COL-S1-000083,colorado,record_book_game_by_game,1911-1912,1912,1912-02-02,*at Colorado State,Colorado State,colorado-state,Yes,23,21,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 2 *at Colorado State W23-21,resolved,,,,,,,
83,COL-S1-000084,colorado,record_book_game_by_game,1911-1912,1912,1912-02-03,at Wyoming,Wyoming,wyoming,Yes,34,20,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 3 at Wyoming W34-20,resolved,,,,,,,
84,COL-S1-000085,colorado,record_book_game_by_game,1911-1912,1912,1912-02-13,*COLORADO STATE,Colorado State,colorado-state,Yes,32,26,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 13 *COLORADO STATE W32-26,resolved,,,,,,,
85,COL-S1-000086,colorado,record_book_game_by_game,1911-1912,1912,1912-02-16,at Colorado Mines,Colorado Mines,colorado-mines,No,27,26,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 16 at Colorado Mines W27-26,resolved,,,,,,,
86,COL-S1-000087,colorado,record_book_game_by_game,1911-1912,1912,1912-02-22,WYOMING,Wyoming,wyoming,Yes,52,17,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 22 WYOMING W52-17,resolved,,,,,,,
87,COL-S1-000088,colorado,record_book_game_by_game,1911-1912,1912,1912-02-28,*at Colorado Mines,Colorado Mines,colorado-mines,No,24,26,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 28 *at Colorado Mines L 24-26,resolved,,,,,,,
88,COL-S1-000089,colorado,record_book_game_by_game,1912-1913,1913,1913-01-27,at Wyoming,Wyoming,wyoming,Yes,32,17,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,J 27 at Wyoming W32-17,resolved,,,,,,,
89,COL-S1-000090,colorado,record_book_game_by_game,1912-1913,1913,1913-02-01,*at Colorado Mines,Colorado Mines,colorado-mines,No,28,23,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 1 *at Colorado Mines W28-23,resolved,,,,,,,
90,COL-S1-000091,colorado,record_book_game_by_game,1912-1913,1913,1913-02-07,*at Colorado State,Colorado State,colorado-state,Yes,42,32,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 7 *at Colorado State W42-32,resolved,,,,,,,
91,COL-S1-000092,colorado,record_book_game_by_game,1912-1913,1913,1913-02-11,*at Denver,Denver,denver,Yes,24,9,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,5,F 11 *at Denver W24- 9,resolved,,,,,,,
92,COL-S1-000093,colorado,record_book_game_by_game,1912-1913,1913,1913-02-15,WYOMING,Wyoming,wyoming,Yes,45,17,W,0,,,,SOURCE_PROGRAM_HOME,,University Gymnasium,Boulder,CO,,,REGULAR_SEASON,,5,F 15 WYOMING W45-17,resolved,,,,,,,
