source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
washington,jma-wireless-dome,VEN-000096,JMA Wireless Dome,Carrier Dome,Syracuse,NY,,,,,1,2010-03-25,2010-03-25,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000096.
washington,jon-m-huntsman-center,VEN-000097,Jon M. Huntsman Center,,Salt Lake City,UT,,,,,1,1985-03-14,1985-03-14,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000097.
washington,keyarena,VEN-000102,KeyArena,,Seattle,WA,,,,,14,1999-12-13,2000-11-21,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000102.
washington,las-vegas-convention-center,VEN-000448,Las Vegas Convention Center,,Las Vegas,NV,,,,,1,1980-03-07,1980-03-07,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000448.
washington,madison-square-garden-1968,VEN-000124,Madison Square Garden,,New York,NY,,1968-02-11,,EXACT_START,1,2012-03-27,2012-03-27,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000124.
washington,marriott-center,VEN-000405,Marriott Center,,Provo,UT,,,,,2,1982-03-10,2013-03-19,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000405.
washington,mckale-center,VEN-000127,McKale Center,,Tucson,AZ,,,,,2,1988-03-10,1988-03-11,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000127.
washington,mgm-grand-garden-arena,VEN-000133,MGM Grand Garden Arena,,Paradise,NV,,,,,6,2013-03-13,2016-03-10,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000133.
washington,moda-center,VEN-000138,Moda Center,Rose Garden Arena,Portland,OR,,,,,2,2009-03-19,2009-03-21,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000138.
washington,municipal-auditorium-kc,VEN-000143,Municipal Auditorium,,Kansas City,MO,,,,,9,1943-03-26,1953-03-18,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000143.
washington,nationwide-arena,VEN-000148,Nationwide Arena,,Columbus,OH,,,,,3,2004-03-19,2019-03-24,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000148.
washington,pauley-pavilion,VEN-000161,Pauley Pavilion,,Los Angeles,CA,,,,,4,1984-03-23,1987-03-08,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000161.
washington,sap-center,VEN-000183,SAP Center,HP Pavilion,San Jose,CA,,,,,2,2010-03-18,2010-03-20,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000183.
washington,spectrum-center,VEN-000190,Spectrum Center,Time Warner Cable Arena,Charlotte,NC,,2005,,YEAR,2,2011-03-18,2011-03-20,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation. Hornets/Charter official naming history confirms Time Warner Cable Arena became Spectrum Center in 2016.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000190.
washington,t-mobile-arena,VEN-000201,T-Mobile Arena,,Paradise,NV,,,,,13,2017-03-08,2024-03-13,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000201.
washington,the-forum,VEN-000376,The Forum,,Inglewood,CA,,,,,1,1989-03-09,1989-03-09,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,"Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation. Kia Forum official venue address confirms Inglewood, CA.",Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000376.
washington,the-pit,VEN-000208,The Pit,,Albuquerque,NM,,,,,1,2005-03-24,2005-03-24,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation. New Mexico official facility history confirms University Arena/The Pit naming lineage.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000208.
washington,united-center,VEN-000217,United Center,,Chicago,IL,,,,,3,2026-03-07,2026-03-12,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000217.
washington,university-credit-union-pavilion,VEN-000449,University Credit Union Pavilion,McKeon Pavilion,Moraga,CA,,1978,,YEAR,1,2018-03-19,2018-03-19,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation. Saint Mary's official facility history confirms McKeon Pavilion was renamed University Credit Union Pavilion in 2019.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000449.
washington,university-of-dayton-arena,VEN-000221,University of Dayton Arena,,Dayton,OH,,,,,1,1986-03-13,1986-03-13,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation.,Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Integration rebase resolved final global venue ID VEN-000221.
washington,viejas-arena,VEN-000226,Viejas Arena,Cox Arena,San Diego,CA,,1997,,YEAR,3,2006-03-16,2016-03-21,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Washington RESEARCH_FROZEN portfolio; current-main physical-venue reconciliation. San Diego State official facility history confirms Cox Arena was renamed Viejas Arena in 2009.,"Implementation schema/current-main compatibility rebase from immutable Washington RESEARCH_FROZEN parent; no H/A/N inference from venue identity. Research-local rows collapsed as one physical building: Cox Arena, Viejas Arena. Integration rebase resolved final global venue ID VEN-000226."
