source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
north-carolina,frank-erwin-center,VEN-000068,Frank Erwin Center,Erwin Center,Austin,TX,arena,,,unknown,4,1990-03-15,2000-03-26,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000068.
north-carolina,freedom-hall,VEN-000069,Freedom Hall,,Louisville,KY,arena,,,unknown,9,1958-12-19,1989-12-27,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000069.
north-carolina,frost-bank-center,VEN-000295,Frost Bank Center,AT&T Center,San Antonio,TX,arena,,,unknown,2,2014-03-21,2014-03-23,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000295.
north-carolina,georgia-dome,VEN-000073,Georgia Dome,,Atlanta,GA,arena,,,unknown,5,2001-03-09,2009-03-14,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000073.
north-carolina,greensboro-coliseum,VEN-000076,Greensboro Coliseum,,Greensboro,NC,arena,,,unknown,145,1960-01-09,2023-03-09,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000076.
north-carolina,greensboro-senior-high-school,VEN-000537,Greensboro Senior High School,,Greensboro,NC,arena,,,unknown,1,1955-02-11,1955-02-11,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-time new physical venue candidate. Provisional VEN-99xxxx ID is transport-only; serialized Implementation must rebase physical identity against then-current protected main and allocate/reuse the authoritative global ID. Integration rebase resolved final global venue ID VEN-000537.
north-carolina,harrahs-cherokee-center,VEN-000353,Harrah's Cherokee Center,,Asheville,NC,arena,,,unknown,3,2020-11-30,2020-12-02,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000353.
north-carolina,hershey-park-arena,VEN-000316,Hershey Park Arena,Hersheypark Arena,Hershey,PA,arena,,,unknown,1,1988-12-22,1988-12-22,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000316.
north-carolina,hoosier-dome,VEN-000083,Hoosier Dome,RCA Dome,Indianapolis,IN,arena,,,unknown,3,1991-03-30,2000-04-01,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000083.
north-carolina,humphrey-coliseum,VEN-000087,Humphrey Coliseum,,Starkville,MS,arena,,,unknown,1,2010-03-20,2010-03-20,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000087.
north-carolina,imperial-arena,VEN-000088,Imperial Arena,,Nassau,BS,arena,,,unknown,9,2014-11-26,2023-11-24,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000088.
north-carolina,indoor-athletic-court,VEN-000538,Indoor Athletic Court,Tin Can,Chapel Hill,NC,gymnasium,,,unknown,150,1924-01-08,1938-02-17,home,1924-01-08,1938-02-17,EXACT_ASSIGNED_RANGE,A North Carolina game must already be independently classified SOURCE_PROGRAM_HOME before home-facility chronology supplies physical venue/location; venue never establishes H/A/N.,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-time new physical venue candidate. Provisional VEN-99xxxx ID is transport-only; serialized Implementation must rebase physical identity against then-current protected main and allocate/reuse the authoritative global ID. Integration rebase resolved final global venue ID VEN-000538.
north-carolina,james-l-knight-center,VEN-000539,James L. Knight Center,,Miami,FL,arena,,,unknown,3,1985-01-05,1985-12-28,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-time new physical venue candidate. Provisional VEN-99xxxx ID is transport-only; serialized Implementation must rebase physical identity against then-current protected main and allocate/reuse the authoritative global ID. Integration rebase resolved final global venue ID VEN-000539.
north-carolina,jma-wireless-dome,VEN-000096,JMA Wireless Dome,Carrier Dome,Syracuse,NY,arena,,,unknown,8,1983-03-25,2005-03-27,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000096.
north-carolina,jon-m-huntsman-center,VEN-000097,Jon M. Huntsman Center,Huntsman Center; Special Events Center,Salt Lake City,UT,arena,,,unknown,4,1981-03-19,1988-03-19,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000097.
north-carolina,joyce-center,VEN-000098,Joyce Center,Joyce Athletic Center,South Bend,IN,arena,,,unknown,2,1985-03-14,1985-03-16,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000098.
north-carolina,kemper-arena,VEN-000099,Kemper Arena,,Kansas City,MO,arena,,,unknown,2,1981-01-03,1986-12-27,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000099.
north-carolina,keyarena,VEN-000102,KeyArena,Key Arena,Seattle,WA,arena,,,unknown,1,1999-03-11,1999-03-11,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000102.
north-carolina,kingdome,VEN-000105,Kingdome,,Seattle,WA,stadium,,,unknown,3,1988-03-25,1995-04-01,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000105.
north-carolina,lahaina-civic-center,VEN-000108,Lahaina Civic Center,,Lahaina,HI,arena,,,unknown,24,1989-11-24,2024-11-27,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000108.
north-carolina,legacy-arena,VEN-000109,Legacy Arena,Jefferson Civic Center; Jefferson Coliseum; Legacy Arena at the BJCC,Birmingham,AL,arena,,,unknown,6,1985-03-22,2000-03-19,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000109.
north-carolina,lenovo-center,VEN-000110,Lenovo Center,PNC Arena; RBC Center,Raleigh,NC,arena,,,unknown,4,2008-03-21,2016-03-19,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000110.
north-carolina,ljvm-coliseum,VEN-000115,LJVM Coliseum,Joel Coliseum; Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,arena,,,unknown,6,1993-03-18,2007-03-17,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000115.
north-carolina,los-angeles-memorial-sports-arena,VEN-000118,Los Angeles Memorial Sports Arena,Sports Arena,Los Angeles,CA,arena,,,unknown,6,1968-03-22,1980-12-30,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000118.
north-carolina,lynchburg-armory,VEN-000540,Lynchburg Armory,,Lynchburg,VA,arena,,,unknown,7,1937-02-20,1949-01-15,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-time new physical venue candidate. Provisional VEN-99xxxx ID is transport-only; serialized Implementation must rebase physical identity against then-current protected main and allocate/reuse the authoritative global ID. Integration rebase resolved final global venue ID VEN-000540.
north-carolina,lynchburg-city-auditorium,VEN-000541,City Auditorium,,Lynchburg,VA,arena,,,unknown,2,1917-02-24,1918-02-19,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-time new physical venue candidate. Provisional VEN-99xxxx ID is transport-only; serialized Implementation must rebase physical identity against then-current protected main and allocate/reuse the authoritative global ID. Integration rebase resolved final global venue ID VEN-000541.
north-carolina,mabee-center,VEN-000121,Mabee Center,,Tulsa,OK,arena,,,unknown,1,1982-12-18,1982-12-18,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000121.
north-carolina,mackey-arena,VEN-000122,Mackey Arena,,West Lafayette,IN,arena,,,unknown,1,2021-03-19,2021-03-19,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000122.
north-carolina,madison-square-garden-1925,VEN-000123,Madison Square Garden,Madison Square Garden (1925),New York,NY,arena,,,unknown,21,1946-03-21,2024-12-21,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000123.
north-carolina,madison-square-garden-1968,VEN-000124,Madison Square Garden,Madison Square Garden (1968),New York,NY,arena,,,unknown,27,1968-12-27,2010-12-28,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-base physical venue reuse; numeric/global identity already established at research_base_sha. Integration rebase resolved final global venue ID VEN-000124.
north-carolina,maples-pavilion,VEN-000542,Maples Pavilion,,Stanford,CA,arena,,,unknown,1,1983-12-02,1983-12-02,,,,,,Accepted North Carolina Stage 3A/3B game-level site research; see source-notes.md and durable Stage 3 checkpoints.,Research-time new physical venue candidate. Provisional VEN-99xxxx ID is transport-only; serialized Implementation must rebase physical identity against then-current protected main and allocate/reuse the authoritative global ID. Integration rebase resolved final global venue ID VEN-000542.
