index,source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,opened,closed,date_precision,games_using_venue,first_game_date,last_game_date,source_basis,notes
15,usc,lucas-oil-stadium,VEN-000120,Lucas Oil Stadium,,Indianapolis,IN,arena,,,,1,2021-03-30,2021-03-30,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000120.
16,usc,intuit-dome,VEN-000375,Intuit Dome,,Inglewood,CA,arena,,,,1,2025-11-14,2025-11-14,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000375.
17,usc,the-forum,VEN-000376,The Forum,,Inglewood,CA,arena,,,,9,1977-01-23,2003-01-11,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000376.
18,usc,carver-hawkeye-arena,VEN-000037,Carver-Hawkeye Arena,,Iowa City,IA,arena,,,,1,2026-01-28,2026-01-28,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000037.
19,usc,municipal-auditorium-kc,VEN-000143,Municipal Auditorium,Kansas City Municipal Auditorium,Kansas City,MO,arena,,,,4,1940-03-22,1954-03-20,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000143.
20,usc,lahaina-civic-center,VEN-000108,Lahaina Civic Center,,Lahaina,HI,arena,,,,3,2025-11-24,2025-11-26,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000108.
21,usc,arena-auditorium,VEN-000364,Arena-Auditorium,,Laramie,WY,arena,,,,1,1999-03-10,1999-03-10,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000364.
22,usc,thomas-and-mack-center,VEN-000377,Thomas & Mack Center,,Las Vegas,NV,arena,,,,1,1993-03-17,1993-03-17,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000377.
23,usc,dee-glen-smith-spectrum,VEN-000378,Dee Glen Smith Spectrum,Spectrum,Logan,UT,arena,,,,1,1982-03-11,1982-03-11,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000378.
24,usc,crypto-com-arena,VEN-000051,Crypto.com Arena,Staples Center,Los Angeles,CA,arena,,,,21,2002-03-07,2012-03-07,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000051.
25,usc,galen-center,VEN-000071,Galen Center,,Los Angeles,CA,arena,,,,331,2006-11-16,2026-03-07,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000071.
26,usc,gersten-pavilion,VEN-000379,Gersten Pavilion,,Los Angeles,CA,arena,,,,2,1987-01-02,1988-01-09,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000379.
27,usc,los-angeles-memorial-sports-arena,VEN-000118,Los Angeles Memorial Sports Arena,L.A. Sports Arena;Los Angeles Sports Arena,Los Angeles,CA,arena,,,,652,1959-12-01,2006-02-25,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000118.
28,usc,lyon-center,VEN-000380,Lyon Center,,Los Angeles,CA,arena,,,,2,1990-01-13,1994-01-20,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000380.
29,usc,pan-pacific-auditorium,VEN-000381,Pan-Pacific Auditorium,,Los Angeles,CA,arena,,,,126,1949-12-06,1959-03-07,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000381.
30,usc,pauley-pavilion,VEN-000161,Pauley Pavilion,,Los Angeles,CA,arena,,,,4,1979-03-09,2026-02-24,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000161.
31,usc,freedom-hall,VEN-000069,Freedom Hall,,Louisville,KY,arena,,,,2,1975-03-13,1991-03-14,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000069.
32,usc,kohl-center,VEN-000107,Kohl Center,,Madison,WI,arena,,,,1,2026-01-25,2026-01-25,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000107.
33,usc,bradley-center,VEN-000026,Bradley Center,,Milwaukee,WI,arena,,,,2,1992-03-19,1992-03-21,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000026.
34,usc,hubert-h-humphrey-metrodome,VEN-000085,Hubert H. Humphrey Metrodome,,Minneapolis,MN,arena,,,,2,2009-03-20,2009-03-22,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000085.
35,usc,williams-arena,VEN-000230,Williams Arena,,Minneapolis,MN,arena,,,,1,2026-01-09,2026-01-09,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000230.
36,usc,madison-square-garden-1968,VEN-000124,Madison Square Garden,,New York,NY,arena,,,,1,1973-03-17,1973-03-17,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000124.
37,usc,chi-health-center,VEN-000043,CHI Health Center Omaha,Qwest Center Omaha;CenturyLink Center Omaha,Omaha,NE,arena,,,,1,2008-03-20,2008-03-20,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000043.
38,usc,mgm-grand-garden-arena,VEN-000133,MGM Grand Garden Arena,,Paradise,NV,arena,,,,6,2013-03-13,2025-04-03,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000133.
39,usc,t-mobile-arena,VEN-000201,T-Mobile Arena,,Paradise,NV,arena,,,,16,2016-03-09,2024-03-14,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000201.
40,usc,xfinity-mobile-arena,VEN-000237,Xfinity Mobile Arena,First Union Center;Wachovia Center;Wells Fargo Center,Philadelphia,PA,arena,,,,2,2001-03-22,2001-03-24,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000237.
41,usc,veterans-memorial-coliseum-portland,VEN-000297,Veterans Memorial Coliseum,Memorial Coliseum,Portland,OR,arena,,,,3,1961-03-15,1961-03-18,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000297.
42,usc,smith-fieldhouse,VEN-000382,Smith Fieldhouse,,Provo,UT,arena,,,,1,1960-03-07,1960-03-07,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000382.
43,usc,lenovo-center,VEN-000110,Lenovo Center,PNC Arena;RBC Center,Raleigh,NC,arena,,,,1,2016-03-17,2016-03-17,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000110.
44,usc,arco-arena,VEN-000013,ARCO Arena,ARCO Arena II;Sleep Train Arena,Sacramento,CA,arena,,,,1,2002-03-14,2002-03-14,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000013.
45,usc,jenny-craig-pavilion,VEN-000094,Jenny Craig Pavilion,,San Diego,CA,arena,,,,1,2025-12-09,2025-12-09,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000094.
46,usc,hec-edmundson-pavilion,VEN-000078,Hec Edmundson Pavilion,Alaska Airlines Arena,Seattle,WA,arena,,,,1,2026-03-04,2026-03-04,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000078.
47,usc,numerica-veterans-arena,VEN-000152,Numerica Veterans Arena,Spokane Veterans Memorial Arena;Spokane Arena,Spokane,WA,arena,,,,2,2007-03-16,2007-03-18,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000152.
48,usc,st-louis-arena,VEN-000193,St. Louis Arena,,St. Louis,MO,arena,,,,3,1974-03-14,1974-03-18,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000193.
49,usc,desert-financial-arena,VEN-000056,Desert Financial Arena,,Tempe,AZ,arena,,,,2,1990-03-08,1990-03-09,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000056.
50,usc,mckale-center,VEN-000127,McKale Center,,Tucson,AZ,arena,,,,1,1988-03-10,1988-03-10,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000127.
51,usc,bok-center,VEN-000024,BOK Center,,Tulsa,OK,arena,,,,2,2017-03-17,2017-03-19,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000024.
52,usc,mabee-center,VEN-000121,Mabee Center,,Tulsa,OK,arena,,,,1,1985-03-14,1985-03-14,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000121.
53,usc,nassau-coliseum,VEN-000147,Nassau Coliseum,Nassau Veterans Memorial Coliseum,Uniondale,NY,arena,,,,2,2001-03-15,2001-03-17,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000147.
54,usc,bryce-jordan-center,VEN-000303,Bryce Jordan Center,,State College,PA,arena,,,,1,2026-02-08,2026-02-08,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Research-time physical identity; numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000303.
55,usc,torodome,VEN-000383,Torodome,The Gymnasium; CSUDH Gymnasium,Carson,CA,gymnasium,,,,2,1985-01-10,1985-01-12,USC year-by-year raw CSUDH notation; contemporary Los Angeles Times temporary-home reporting; Cal State Dominguez Hills Athletics official facility identity.,Research-lane physical identity; two 1985 USC temporary-home games. Numeric global ID intentionally deferred to current-main Implementation rebase. Integration rebase resolved final global venue ID VEN-000383.
