source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes
ILLRAW-00021,illinois,historical_record_book,1906-1907,1907,1907-02-02,Chicago,Chicago,chicago,No,20,53,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,F 2 20 at Chicago . . . . . . . . . . . . . . . . . . . . . . . . . 53 (L),resolved,
ILLRAW-00022,illinois,historical_record_book,1906-1907,1907,1907-02-15,Wabash,Wabash,wabash,No,13,50,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,F 15 13 at Wabash . . . . . . . . . . . . . . . . . . . . . . . . . 50 (L),resolved,
ILLRAW-00023,illinois,historical_record_book,1906-1907,1907,1907-02-16,Purdue,Purdue,purdue,Yes,18,45,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,F 16 18 at Purdue . . . . . . . . . . . . . . . . . . . . . . . . . 45 (L),resolved,
ILLRAW-00024,illinois,historical_record_book,1906-1907,1907,1907-02-23,Chicago,Chicago,chicago,No,20,35,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,F 23 20 Chicago . . . . . . . . . . . . . . . . . . . . . . . . . . . 35 (L),resolved,
ILLRAW-00025,illinois,historical_record_book,1906-1907,1907,1907-03-01,Minnesota,Minnesota,minnesota,Yes,29,36,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,M 1 29 Minnesota . . . . . . . . . . . . . . . . . . . . . . . . . 36 (L),resolved,
ILLRAW-00026,illinois,historical_record_book,1907-1908,1908,1907-12-19,Decatur Y.M.C.A,Decatur Y.M.C.A,decatur-y-m-c-a,No,33,28,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 19 33 at Decatur Y.M.C.A. . . . . . . . . . . . . . . . . . . 28 (W),resolved,
ILLRAW-00027,illinois,historical_record_book,1907-1908,1908,1907-12-20,Washington University,Washington,washington,Yes,36,25,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 20 36 at Washington University . . . . . . . . . . . . . . 25 (W),resolved,
ILLRAW-00028,illinois,historical_record_book,1907-1908,1908,1907-12-21,Cairo Athletic Club,Cairo Athletic Club,cairo-athletic-club,No,92,14,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 21 92 at Cairo Athletic Club . . . . . . . . . . . . . . . . 14 (W),resolved,
ILLRAW-00029,illinois,historical_record_book,1907-1908,1908,1907-12-23,Memphis Y.M.C.A,Memphis Y.M.C.A,memphis-y-m-c-a,No,56,8,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 23 56 at Memphis Y.M.C.A. . . . . . . . . . . . . . . . . . . 8 (W),resolved,
ILLRAW-00030,illinois,historical_record_book,1907-1908,1908,1907-12-25,Ft. Worth Y.M.C.A,Ft. Worth Y.M.C.A,ft-worth-y-m-c-a,No,41,25,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 25 41 at Ft. Worth Y.M.C.A. . . . . . . . . . . . . . . . . . 25 (W),resolved,
ILLRAW-00031,illinois,historical_record_book,1907-1908,1908,1907-12-25,Ft. Worth Y.M.C.A,Ft. Worth Y.M.C.A,ft-worth-y-m-c-a,No,32,20,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 25 32 at Ft. Worth Y.M.C.A. . . . . . . . . . . . . . . . . . 20 (W),resolved,
ILLRAW-00032,illinois,historical_record_book,1907-1908,1908,1907-12-26,Waco Y.M.C.A,Waco Y.M.C.A,waco-y-m-c-a,No,58,20,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 26 58 at Waco Y.M.C.A. . . . . . . . . . . . . . . . . . . . . 20 (W),resolved,
ILLRAW-00033,illinois,historical_record_book,1907-1908,1908,1907-12-27,Temple Y.M.C.A,Temple Y.M.C.A,temple-y-m-c-a,No,36,17,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 27 36 at Temple Y.M.C.A. . . . . . . . . . . . . . . . . . . . 17 (W),resolved,
ILLRAW-00034,illinois,historical_record_book,1907-1908,1908,1907-12-28,Galveston Y.M.C.A,Galveston Y.M.C.A,galveston-y-m-c-a,No,41,21,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 28 41 at Galveston Y.M.C.A. . . . . . . . . . . . . . . . . 21 (W),resolved,
ILLRAW-00035,illinois,historical_record_book,1907-1908,1908,1907-12-30,Beaumont Y.M.C.A,Beaumont Y.M.C.A,beaumont-y-m-c-a,No,34,17,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 30 34 at Beaumont Y.M.C.A. . . . . . . . . . . . . . . . . 17 (W),resolved,
ILLRAW-00036,illinois,historical_record_book,1907-1908,1908,1908-01-01,Mobile Y.M.C.A,Mobile Y.M.C.A,mobile-y-m-c-a,No,22,21,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 1 22 at Mobile Y.M.C.A. . . . . . . . . . . . . . . . . . . . 21 (W),resolved,
ILLRAW-00037,illinois,historical_record_book,1907-1908,1908,1908-01-02,Columbus Y.M.C.A,Columbus Y.M.C.A,columbus-y-m-c-a,No,31,30,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 2 31 at Columbus Y.M.C.A. . . . . . . . . . . . . . . . . 30 (W),resolved,
ILLRAW-00038,illinois,historical_record_book,1907-1908,1908,1908-01-02,Montgomery Y.M.C.A,Montgomery Y.M.C.A,montgomery-y-m-c-a,No,21,31,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 2 21 at Montgomery Y.M.C.A. . . . . . . . . . . . . . . . 31 (L),resolved,
ILLRAW-00039,illinois,historical_record_book,1907-1908,1908,1908-01-03,Birmingham A.C,Birmingham A.C,birmingham-a-c,No,46,24,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 3 46 at Birmingham A.C. . . . . . . . . . . . . . . . . . . 24 (W),resolved,
ILLRAW-00040,illinois,historical_record_book,1907-1908,1908,1908-01-04,Rose Poly Tech,Rose Poly Tech,rose-poly-tech,No,35,26,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 4 35 at Rose Poly Tech . . . . . . . . . . . . . . . . . . . . 26 (W),resolved,
ILLRAW-00041,illinois,historical_record_book,1907-1908,1908,1908-01-11,Purdue,Purdue,purdue,Yes,24,23,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 11 24 at Purdue . . . . . . . . . . . . . . . . . . . . . . . . . 23 (W),resolved,
ILLRAW-00042,illinois,historical_record_book,1907-1908,1908,1908-01-18,Wisconsin,Wisconsin,wisconsin,Yes,20,28,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,J 18 20 Wisconsin . . . . . . . . . . . . . . . . . . . . . . . . . 28 (L),resolved,
ILLRAW-00043,illinois,historical_record_book,1907-1908,1908,1908-01-25,Indiana,Indiana,indiana,Yes,39,12,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,J 25 39 Indiana . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 (W),resolved,
ILLRAW-00044,illinois,historical_record_book,1907-1908,1908,1908-02-08,Chicago,Chicago,chicago,No,21,35,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,F 8 21 Chicago . . . . . . . . . . . . . . . . . . . . . . . . . . . 35 (L),resolved,
ILLRAW-00045,illinois,historical_record_book,1907-1908,1908,1908-02-14,Iowa,Iowa,iowa,Yes,36,46,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,F 14 36 at Iowa . . . . . . . . . . . . . . . . . . . . . . . . . . . 46 (L),resolved,
ILLRAW-00046,illinois,historical_record_book,1907-1908,1908,1908-02-15,Minnesota,Minnesota,minnesota,Yes,16,15,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,F 15 16 at Minnesota . . . . . . . . . . . . . . . . . . . . . . . 15 (W),resolved,
ILLRAW-00047,illinois,historical_record_book,1907-1908,1908,1908-02-29,Purdue,Purdue,purdue,Yes,38,15,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,F 29 38 Purdue . . . . . . . . . . . . . . . . . . . . . . . . . . . .15 (W),resolved,
ILLRAW-00048,illinois,historical_record_book,1907-1908,1908,1908-03-06,Chicago,Chicago,chicago,No,17,42,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,M 6 17 at Chicago . . . . . . . . . . . . . . . . . . . . . . . . . 42 (L),resolved,
ILLRAW-00049,illinois,historical_record_book,1907-1908,1908,1908-03-07,Northwestern,Northwestern,northwestern,Yes,18,13,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,M 7 18 at Northwestern . . . . . . . . . . . . . . . . . . . . 13 (W),resolved,
ILLRAW-00050,illinois,historical_record_book,1907-1908,1908,1908-03-09,Wisconsin,Wisconsin,wisconsin,Yes,14,27,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,M 9 14 at Wisconsin . . . . . . . . . . . . . . . . . . . . . . . 27 (L),resolved,
ILLRAW-00051,illinois,historical_record_book,1907-1908,1908,1908-03-12,Minnesota,Minnesota,minnesota,Yes,22,20,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,M 12 22 Minnesota . . . . . . . . . . . . . . . . . . . . . . . . . 20 (W),resolved,
ILLRAW-00052,illinois,historical_record_book,1908-1909,1909,1908-12-22,Shelbyville Business College,Shelbyville Business College,shelbyville-business,No,93,19,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 22 93 at Shelbyville Business College . . . . . . . . . 19 (W),resolved,
ILLRAW-00053,illinois,historical_record_book,1908-1909,1909,1908-12-23,Mt. Vernon,Mt. Vernon,mt-vernon,No,47,25,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,D 23 47 at Mt. Vernon . . . . . . . . . . . . . . . . . . . . . . . 25 (W),resolved,
ILLRAW-00054,illinois,historical_record_book,1908-1909,1909,1909-01-09,Indiana,Indiana,indiana,Yes,30,2,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,J 9 30 Indiana . . . . . . . . . . . . . . . . . . . . . . . . . . . . 2 (W),resolved,
ILLRAW-00055,illinois,historical_record_book,1908-1909,1909,1909-01-16,Wisconsin,Wisconsin,wisconsin,Yes,28,19,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,J 16 28 Wisconsin . . . . . . . . . . . . . . . . . . . . . . . . . 19 (W),resolved,
ILLRAW-00056,illinois,historical_record_book,1908-1909,1909,1909-01-22,Minnesota,Minnesota,minnesota,Yes,17,18,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 22 17 at Minnesota . . . . . . . . . . . . . . . . . . . . . . . 18 (L),resolved,
ILLRAW-00057,illinois,historical_record_book,1908-1909,1909,1909-01-23,Wisconsin,Wisconsin,wisconsin,Yes,10,20,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 23 10 at Wisconsin . . . . . . . . . . . . . . . . . . . . . . . 20 (L),resolved,
ILLRAW-00058,illinois,historical_record_book,1908-1909,1909,1909-02-10,Minnesota,Minnesota,minnesota,Yes,21,20,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,F 10 21 Minnesota . . . . . . . . . . . . . . . . . . . . . . . . . 20 (W),resolved,
ILLRAW-00059,illinois,historical_record_book,1908-1909,1909,1909-02-13,Chicago,Chicago,chicago,No,15,17,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,F 13 15 Chicago . . . . . . . . . . . . . . . . . . . . . . . . . . . 17 (L),resolved,
ILLRAW-00060,illinois,historical_record_book,1908-1909,1909,1909-02-17,Purdue,Purdue,purdue,Yes,24,18,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,F 17 24 Purdue . . . . . . . . . . . . . . . . . . . . . . . . . . . .18 (W),resolved,
ILLRAW-00061,illinois,historical_record_book,1908-1909,1909,1909-02-26,Chicago,Chicago,chicago,No,10,23,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,F 26 10 at Chicago . . . . . . . . . . . . . . . . . . . . . . . . . 23 (L),resolved,
ILLRAW-00062,illinois,historical_record_book,1908-1909,1909,1909-02-27,Northwestern,Northwestern,northwestern,Yes,35,4,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,F 27 35 at Northwestern . . . . . . . . . . . . . . . . . . . . . 4 (W),resolved,
ILLRAW-00063,illinois,historical_record_book,1908-1909,1909,1909-03-05,Purdue,Purdue,purdue,Yes,20,28,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,M 5 20 at Purdue . . . . . . . . . . . . . . . . . . . . . . . . . 28 (L),resolved,
ILLRAW-00064,illinois,historical_record_book,1908-1909,1909,1909-03-06,Indiana,Indiana,indiana,Yes,13,23,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,M 6 13 at Indiana . . . . . . . . . . . . . . . . . . . . . . . . . 23 (L),resolved,
ILLRAW-00065,illinois,historical_record_book,1909-1910,1910,1910-01-15,Wisconsin,Wisconsin,wisconsin,Yes,16,28,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,J 15 16 at Wisconsin . . . . . . . . . . . . . . . . . . . . . . . 28 (L),resolved,
ILLRAW-00066,illinois,historical_record_book,1909-1910,1910,1910-01-21,Wisconsin,Wisconsin,wisconsin,Yes,34,14,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,J 21 34 Wisconsin . . . . . . . . . . . . . . . . . . . . . . . . . 14 (W),resolved,
ILLRAW-00067,illinois,historical_record_book,1909-1910,1910,1910-01-29,Purdue,Purdue,purdue,Yes,33,17,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,J 29 33 Purdue . . . . . . . . . . . . . . . . . . . . . . . . . . . .17 (W),resolved,
ILLRAW-00068,illinois,historical_record_book,1909-1910,1910,1910-02-05,Indiana,Indiana,indiana,Yes,30,20,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,F 5 30 Indiana . . . . . . . . . . . . . . . . . . . . . . . . . . . 20 (W),resolved,
ILLRAW-00069,illinois,historical_record_book,1909-1910,1910,1910-02-08,Chicago,Chicago,chicago,No,11,21,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,F 8 11 Chicago . . . . . . . . . . . . . . . . . . . . . . . . . . . 21 (L),resolved,
ILLRAW-00070,illinois,historical_record_book,1909-1910,1910,1910-02-26,Chicago,Chicago,chicago,No,24,15,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,F 26 24 at Chicago . . . . . . . . . . . . . . . . . . . . . . . . . 15 (W),resolved,
ILLRAW-00071,illinois,historical_record_book,1909-1910,1910,1910-03-04,Purdue,Purdue,purdue,Yes,10,28,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,M 4 10 at Purdue . . . . . . . . . . . . . . . . . . . . . . . . . 28 (L),resolved,
ILLRAW-00072,illinois,historical_record_book,1909-1910,1910,1910-03-05,Indiana,Indiana,indiana,Yes,26,12,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,80,M 5 26 at Indiana . . . . . . . . . . . . . . . . . . . . . . . . . 12 (W),resolved,
ILLRAW-00073,illinois,historical_record_book,1909-1910,1910,1910-03-09,Minnesota,Minnesota,minnesota,Yes,9,22,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,80,M 9 9 Minnesota . . . . . . . . . . . . . . . . . . . . . . . . . 22 (L),resolved,
ILLRAW-00074,illinois,historical_record_book,1910-1911,1911,1910-12-31,Evanston Y.M.C.A,Evanston Y.M.C.A,evanston-y-m-c-a,No,19,28,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,81,D 31 19 at Evanston Y.M.C.A. . . . . . . . . . . . . . . . . . 28 (L),resolved,
ILLRAW-00075,illinois,historical_record_book,1910-1911,1911,1911-01-07,Indiana,Indiana,indiana,Yes,32,22,W,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,81,J 7 32 Indiana . . . . . . . . . . . . . . . . . . . . . . . . . . . 22 (W),resolved,
ILLRAW-00076,illinois,historical_record_book,1910-1911,1911,1911-01-14,Chicago,Chicago,chicago,No,17,23,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,81,J 14 17 Chicago . . . . . . . . . . . . . . . . . . . . . . . . . . . 23 (L),resolved,
ILLRAW-00077,illinois,historical_record_book,1910-1911,1911,1911-01-20,Minnesota,Minnesota,minnesota,Yes,18,17,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,81,J 20 18 at Minnesota . . . . . . . . . . . . . . . . . . . . . . . 17 (W),resolved,
ILLRAW-00078,illinois,historical_record_book,1910-1911,1911,1911-01-21,Wisconsin,Wisconsin,wisconsin,Yes,17,20,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,81,J 21 17 at Wisconsin . . . . . . . . . . . . . . . . . . . . . . . 20 (L),resolved,
ILLRAW-00079,illinois,historical_record_book,1910-1911,1911,1911-01-28,Purdue,Purdue,purdue,Yes,29,33,L,0,home_or_special_site_candidate,SOURCE_PROGRAM_HOME,,Kenney Gym,Champaign-Urbana,IL,,,REGULAR_SEASON,,81,J 28 29 Purdue . . . . . . . . . . . . . . . . . . . . . . . . . . . .33 (L),resolved,
ILLRAW-00080,illinois,historical_record_book,1910-1911,1911,1911-02-17,Indiana,Indiana,indiana,Yes,14,19,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,81,F 17 14 at Indiana . . . . . . . . . . . . . . . . . . . . . . . . . 19 (L),resolved,
ILLRAW-00081,illinois,historical_record_book,1910-1911,1911,1911-02-18,Purdue,Purdue,purdue,Yes,25,15,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,81,F 18 25 at Purdue . . . . . . . . . . . . . . . . . . . . . . . . . 15 (W),resolved,
ILLRAW-00082,illinois,historical_record_book,1910-1911,1911,1911-02-24,Chicago,Chicago,chicago,No,18,19,L,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,81,F 24 18 at Chicago . . . . . . . . . . . . . . . . . . . . . . . . . 19 (L),resolved,
ILLRAW-00083,illinois,historical_record_book,1910-1911,1911,1911-02-25,Northwestern,Northwestern,northwestern,Yes,26,15,W,0,away_candidate,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,81,F 25 26 at Northwestern . . . . . . . . . . . . . . . . . . . . 15 (W),resolved,
