source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
texas-tech,dahlberg-arena,VEN-000559,Dahlberg Arena,,Missoula,MT,arena,,,unknown,1,1992-12-04,1992-12-04,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=GENUINELY_NEW_CURRENT_MAIN_CANDIDATE Integration rebase resolved final global venue ID VEN-000559.
texas-tech,schollmaier-arena,VEN-000370,Daniel-Meyer Coliseum,,Fort Worth,TX,arena,,,unknown,1,1962-03-09,1962-03-09,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=schollmaier-arena Integration current-main physical identity reconciled from research key daniel-meyer-coliseum to authoritative key schollmaier-arena (VEN-000370); historical conclusion unchanged. Integration rebase resolved final global venue ID VEN-000370.
texas-tech,delmar-fieldhouse,VEN-000560,Delmar Fieldhouse,,Houston,TX,fieldhouse,,,unknown,1,2022-12-17,2022-12-17,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=GENUINELY_NEW_CURRENT_MAIN_CANDIDATE Integration rebase resolved final global venue ID VEN-000560.
texas-tech,dickies-arena,VEN-000057,Dickies Arena,,Fort Worth,TX,arena,,,unknown,4,2020-11-29,2025-12-07,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: DEFINITE_RESEARCH_BASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_RESEARCH_BASE_REUSE; CURRENT_MAIN_REUSE_KEY=dickies-arena Integration rebase resolved final global venue ID VEN-000057.
texas-tech,don-haskins-center,VEN-000325,Don Haskins Center,Special Events Center,El Paso,TX,arena,,,unknown,6,1978-12-28,1995-12-28,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: DEFINITE_RESEARCH_BASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_RESEARCH_BASE_REUSE; CURRENT_MAIN_REUSE_KEY=don-haskins-center Integration rebase resolved final global venue ID VEN-000325.
texas-tech,freedom-hall,VEN-000069,Freedom Hall,,Louisville,KY,arena,,,unknown,1,1976-03-18,1976-03-18,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: DEFINITE_RESEARCH_BASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_RESEARCH_BASE_REUSE; CURRENT_MAIN_REUSE_KEY=freedom-hall Integration rebase resolved final global venue ID VEN-000069.
texas-tech,gadsden-high-school-gym,VEN-000561,Gadsden High School Gym,,Anthony,NM,gymnasium,,,unknown,1,1954-02-12,1954-02-12,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=GENUINELY_NEW_CURRENT_MAIN_CANDIDATE Integration rebase resolved final global venue ID VEN-000561.
texas-tech,georgia-dome,VEN-000073,Georgia Dome,,Atlanta,GA,arena,,,unknown,1,1996-03-21,1996-03-21,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: DEFINITE_RESEARCH_BASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_RESEARCH_BASE_REUSE; CURRENT_MAIN_REUSE_KEY=georgia-dome Integration rebase resolved final global venue ID VEN-000073.
texas-tech,gill-coliseum,VEN-000373,Gill Coliseum,,Corvallis,OR,arena,,,unknown,1,1954-03-09,1954-03-09,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=gill-coliseum Integration rebase resolved final global venue ID VEN-000373.
texas-tech,hp-field-house,VEN-000084,HP Field House,,Orlando,FL,arena,,,unknown,3,2011-11-24,2011-11-27,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=hp-field-house Integration rebase resolved final global venue ID VEN-000084.
texas-tech,hammons-student-center,VEN-000562,Hammons Student Center,,Springfield,MO,arena,,,unknown,1,1993-12-03,1993-12-03,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=GENUINELY_NEW_CURRENT_MAIN_CANDIDATE Integration rebase resolved final global venue ID VEN-000562.
texas-tech,hard-rock-hotel-riviera-maya-convention-center,VEN-000352,Hard Rock Hotel Riviera Maya Convention Center,,Puerto Aventuras,MX,arena,,,unknown,2,2016-11-22,2016-11-23,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=hard-rock-hotel-riviera-maya-convention-center Integration rebase resolved final global venue ID VEN-000352.
texas-tech,hemisfair-arena,VEN-000337,HemisFair Arena,,San Antonio,TX,arena,,,unknown,3,1980-02-28,1981-03-05,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=hemisfair-arena Integration rebase resolved final global venue ID VEN-000337.
texas-tech,riverfront-coliseum,VEN-000176,Heritage Bank Center,Riverfront Coliseum,Cincinnati,OH,arena,,,unknown,1,1994-12-17,1994-12-17,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=riverfront-coliseum Integration current-main physical identity reconciled from research key heritage-bank-center to authoritative key riverfront-coliseum (VEN-000176); historical conclusion unchanged. Integration rebase resolved final global venue ID VEN-000176.
texas-tech,hinkle-fieldhouse,VEN-000080,Hinkle Fieldhouse,,Indianapolis,IN,fieldhouse,,,unknown,1,2021-03-21,2021-03-21,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: DEFINITE_RESEARCH_BASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_RESEARCH_BASE_REUSE; CURRENT_MAIN_REUSE_KEY=hinkle-fieldhouse Integration rebase resolved final global venue ID VEN-000080.
texas-tech,hofheinz-pavilion,VEN-000291,Hofheinz Pavilion,,Houston,TX,arena,,,unknown,1,1985-03-15,1985-03-15,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=hofheinz-pavilion Integration rebase resolved final global venue ID VEN-000291.
texas-tech,honda-center,VEN-000082,Honda Center,,Anaheim,CA,arena,,,unknown,2,2019-03-28,2019-03-30,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: DEFINITE_RESEARCH_BASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_RESEARCH_BASE_REUSE; CURRENT_MAIN_REUSE_KEY=honda-center Integration rebase resolved final global venue ID VEN-000082.
texas-tech,intrust-bank-arena,VEN-000090,INTRUST Bank Arena,,Wichita,KS,arena,,,unknown,2,2025-03-20,2025-03-22,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=intrust-bank-arena Integration rebase resolved final global venue ID VEN-000090.
texas-tech,imperial-arena,VEN-000088,Imperial Arena,,Nassau,BS,arena,,,unknown,3,2023-11-22,2023-11-24,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=imperial-arena Integration rebase resolved final global venue ID VEN-000088.
texas-tech,jacksonville-memorial-coliseum,VEN-000489,Jacksonville Memorial Coliseum,,Jacksonville,FL,arena,,,unknown,1,1981-12-30,1981-12-30,,,,,Venue identity never establishes H/A/N; assignments were applied only after independent site classification.,"Texas Tech 2026-27 Record Book; accepted Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Research physical identity: PROVISIONAL_NEW_PHYSICAL_CANDIDATE_OR_REBASE_REUSE. Numeric venue_id intentionally blank; serialized Implementation must rebase against current protected main. STAGE6_PHYSICAL_IDENTITY=DEFINITE_CURRENT_MAIN_REUSE; CURRENT_MAIN_REUSE_KEY=jacksonville-memorial-coliseum Integration rebase resolved final global venue ID VEN-000489.
