source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
byu,Alabama A&M#,alabama-a-m,Alabama A&M,Yes,1,2018-2019,2018-2019,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Alabama#,alabama,Alabama,Yes,1,2017-2018,2017-2018,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Alaska Anchorage,alaska-anchorage,Alaska Anchorage,No,1,1979-1980,1979-1980,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Albright,albright,Albright,No,1,1943-1944,1943-1944,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Alhambra Academy,alhambra-academy,Alhambra Academy,No,1,1928-1929,1928-1929,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Alumni,byu-alumni,BYU Alumni,No,34,1910-1911,1948-1949,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,American Fork HS,american-fork-high-school,American Fork High School,No,1,1917-1918,1917-1918,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,American Fork Legion,american-fork-legion,American Fork Legion,No,1,1919-1920,1919-1920,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Americas,americas,Americas,No,1,1965-1966,1965-1966,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Apex,apex,Apex,No,3,1924-1925,1926-1927,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Apollos,apollos,Apollos,No,2,1914-1915,1914-1915,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona,arizona,Arizona,Yes,30,1951-1952,2010-2011,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona (OT),arizona,Arizona,Yes,1,1975-1976,1975-1976,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona State,arizona-state,Arizona State,Yes,40,1946-1947,2025-2026,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona State (OT),arizona-state,Arizona State,Yes,2,1966-1967,1976-1977,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona State!,arizona-state,Arizona State,Yes,1,2023-2024,2023-2024,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona State#,arizona-state,Arizona State,Yes,1,1993-1994,1993-1994,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona State*,arizona-state,Arizona State,Yes,2,2024-2025,2024-2025,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona State^,arizona-state,Arizona State,Yes,1,1986-1987,1986-1987,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arizona~,arizona,Arizona,Yes,1,2009-2010,2009-2010,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arkansas+,arkansas,Arkansas,Yes,1,1947-1948,1947-1948,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Army*,army,Army,Yes,1,1973-1974,1973-1974,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Army+,army,Army,Yes,1,1965-1966,1965-1966,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Arthur Academy,arthur-academy,Arthur Academy,No,3,1926-1927,1928-1929,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Auburn,auburn,Auburn,Yes,1,1998-1999,1998-1999,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Baylor,baylor,Baylor,Yes,8,1954-1955,2025-2026,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Baylor#,baylor,Baylor,Yes,1,1949-1950,1949-1950,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Baylor* (OT),baylor,Baylor,Yes,1,2024-2025,2024-2025,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Baylor@,baylor,Baylor,Yes,1,2012-2013,2012-2013,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Bellarmine,bellarmine,Bellarmine,Yes,1,2023-2024,2023-2024,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Belmont,belmont,Belmont,Yes,1,2015-2016,2015-2016,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Beloit,beloit,Beloit,No,1,1949-1950,1949-1950,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Boise State,boise-state,Boise State,Yes,12,1976-1977,2020-2021,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Boise State (OT),boise-state,Boise State,Yes,1,2019-2020,2019-2020,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Boise State*,boise-state,Boise State,Yes,2,1996-1997,2000-2001,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Bowling Green,bowling-green,Bowling Green,Yes,3,1949-1950,1956-1957,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Bowling Green+,bowling-green,Bowling Green,Yes,1,1999-2000,1999-2000,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Bradley,bradley,Bradley,Yes,4,1953-1954,2009-2010,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Branch AC,branch-athletic-club,Branch Athletic Club,No,3,1927-1928,1934-1935,RESOLVED,OFFICIAL_BYU_GAME_LEVEL,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Branch Academy,branch-academy,Branch Academy,No,1,1927-1928,1927-1928,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Brown,brown,Brown,Yes,1,1988-1989,1988-1989,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Buffalo,buffalo,Buffalo,Yes,2,2010-2011,2011-2012,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Burlington (S.L.),burlington-salt-lake,Burlington (Salt Lake),No,1,1912-1913,1912-1913,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Butler,butler,Butler,Yes,1,1930-1931,1930-1931,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Butler!,butler,Butler,Yes,1,2022-2023,2022-2023,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,BY College,brigham-young-college,Brigham Young College,No,24,1902-1903,1918-1919,RESOLVED,OFFICIAL_INSTITUTIONAL_LINEAGE,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,BY College (OT),brigham-young-college,Brigham Young College,No,3,1906-1907,1917-1918,RESOLVED,OFFICIAL_INSTITUTIONAL_LINEAGE,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,BY HS,brigham-young-high-school,Brigham Young High School,No,7,1916-1917,1926-1927,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,BYU Frosh,byu-freshmen,BYU Freshmen,No,1,1921-1922,1921-1922,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,BYU-Hawaii,byu-hawaii,BYU-Hawaii,No,1,2011-2012,2011-2012,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,BYU-Idaho,byu-idaho,BYU-Idaho,No,2,1927-1928,1939-1940,RESOLVED,OFFICIAL_INSTITUTIONAL_LINEAGE + OFFICIAL_BYU_GAME_LEVEL,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal Baptist,california-baptist,Cal Baptist,Yes,1,2025-2026,2025-2026,RESOLVED,CURRENT_PROGRAM_NAME_VARIANT,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal Poly Pomona,cal-poly-pomona,Cal Poly Pomona,No,1,1981-1982,1981-1982,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal Poly*,cal-poly,Cal Poly,Yes,1,2008-2009,2008-2009,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal State Fullerton,cal-state-fullerton,Cal State Fullerton,Yes,5,1972-1973,2019-2020,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal State Fullerton*,cal-state-fullerton,Cal State Fullerton,Yes,1,1977-1978,1977-1978,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal State Fullerton^,cal-state-fullerton,Cal State Fullerton,Yes,1,1986-1987,1986-1987,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal State LA,cal-state-la,Cal State LA,No,2,1952-1953,1952-1953,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal State Northridge,cal-state-northridge,CSUN,Yes,1,2001-2002,2001-2002,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal State Northridge*,cal-state-northridge,CSUN,Yes,2,1995-1996,1998-1999,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cal State San Marcos,cal-state-san-marcos,Cal State San Marcos,No,1,2011-2012,2011-2012,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,California,california,California,Yes,8,1969-1970,2004-2005,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,California^,california,California,Yes,2,1968-1969,1976-1977,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Camp Monmouth,camp-monmouth,Camp Monmouth,No,1,1947-1948,1947-1948,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Canisius,canisius,Canisius,Yes,2,1943-1944,1945-1946,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Canisius (OT),canisius,Canisius,Yes,1,1942-1943,1942-1943,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Carbon College,utah-state-eastern,Utah State University Eastern,No,1,1942-1943,1942-1943,RESOLVED,OFFICIAL_INSTITUTIONAL_LINEAGE,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Carbon County HS,carbon-county-high-school,Carbon County High School,No,1,1922-1923,1922-1923,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,CCNY,ccny,CCNY,No,2,1948-1949,1950-1951,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,CCNY (OT),ccny,CCNY,No,1,1947-1948,1947-1948,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Central Arkansas,central-arkansas,Central Arkansas,Yes,1,2024-2025,2024-2025,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Central Connecticut,central-connecticut,Central Connecticut,Yes,1,1987-1988,1987-1988,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Central Methodist,central-methodist,Central Methodist,No,1,2021-2022,2021-2022,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Central Michigan,central-michigan,Central Michigan,Yes,1,2015-2016,2015-2016,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Chaminade*,chaminade,Chaminade,No,2,2004-2005,2014-2015,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Charlotte#,charlotte,Charlotte,Yes,1,1987-1988,1987-1988,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Charlotte^,charlotte,Charlotte,Yes,1,1979-1980,1979-1980,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Chicago,chicago,Chicago,No,1,1930-1931,1930-1931,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Chicago Cres.,chicago-crescents,Chicago Crescents,No,1,1916-1917,1916-1917,RESOLVED,SOURCE_ALIAS_NORMALIZATION,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Chicago Crescents,chicago-crescents,Chicago Crescents,No,1,1906-1907,1906-1907,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Chicago State*,chicago-state,Chicago State,Yes,2,1987-1988,2010-2011,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Chicago YMCA,chicago-ymca,Chicago YMCA,No,1,1905-1906,1905-1906,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cincinnati,cincinnati,Cincinnati,Yes,2,1930-1931,2025-2026,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cincinnati#,cincinnati,Cincinnati,Yes,1,2000-2001,2000-2001,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cincinnati*,cincinnati,Cincinnati,Yes,3,2023-2024,2024-2025,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cincinnati^,cincinnati,Cincinnati,Yes,1,1971-1972,1971-1972,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Citadel*,the-citadel,The Citadel,Yes,1,1960-1961,1960-1961,RESOLVED,CURRENT_PROGRAM_NAME_VARIANT,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Clark’s Institute,clarks-institute,Clark’s Institute,No,1,1939-1940,1939-1940,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Clark’s Insurance,clarks-insurance,Clark’s Insurance,No,1,1933-1934,1933-1934,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Clearfield Navy,clearfield-navy,Clearfield Navy,No,1,1945-1946,1945-1946,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Clemson,clemson,Clemson,Yes,1,2025-2026,2025-2026,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Clemson#,clemson,Clemson,Yes,1,1979-1980,1979-1980,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Cleveland State,cleveland-state,Cleveland State,Yes,1,2021-2022,2021-2022,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Coastal Carolina#,coastal-carolina,Coastal Carolina,Yes,1,2016-2017,2016-2017,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,College All-Stars,college-all-stars,College All-Stars,No,1,1929-1930,1929-1930,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Colorado,colorado,Colorado,Yes,26,1902-1903,2025-2026,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Colorado College,colorado-college,Colorado College,No,10,1923-1924,1935-1936,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Colorado College (OT),colorado-college,Colorado College,No,1,1923-1924,1923-1924,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Colorado Mesa^,colorado-mesa,Colorado Mesa,No,1,2013-2014,2013-2014,RESOLVED,HISTORICAL_OR_NON_D1_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Colorado St. College,northern-colorado,Northern Colorado,Yes,2,1934-1935,1934-1935,RESOLVED,OFFICIAL_BYU_GAME_LEVEL + OFFICIAL_RECIPROCAL_LINEAGE,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
byu,Colorado State,colorado-state,Colorado State,Yes,124,1937-1938,2010-2011,RESOLVED,CURRENT_MAIN_PROGRAM_IDENTITY,,Stage 2 identity research complete; formal owner NON_D1 sanity scan remains pending Stage 5.
