index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
23,utah,Army,army,Army,Yes,4,1964-1965,1986-1987,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key army; literal Utah source label preserved. Representative raw labels: Army | vs . Army.
24,utah,Auburn,auburn,Auburn,Yes,1,1982-1983,1982-1983,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key auburn; literal Utah source label preserved. Representative raw labels: Auburn.
25,utah,Augusta State,augusta-state,Augusta State,No,1,1999-2000,1999-2000,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Augusta State.
26,utah,Azusa Pacific (Calif .),azusa-pacific,Azusa Pacific,No,3,1996-1997,1998-1999,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Azusa Pacific (Calif .).
27,utah,BY College,brigham-young-college,Brigham Young College,No,18,1908-1909,1921-1922,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah series history separately lists Brigham Young College; USU/Brigham Young College archival history confirms the Logan institution closed in 1926 and is distinct from BYU in Provo. Representative raw labels: BY College | BY College* | at BY College | at BY College*.
28,utah,BYU,byu,BYU,Yes,268,1908-1909,2025-2026,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key byu; literal Utah source label preserved. Representative raw labels: #9/9 BYU | BYU | BYU* | [11] BYU* | [11] BYU* $ | [12] BYU* | [12] BYU* $ | [14/13] BYU.
29,utah,Ball State,ball-state,Ball State,Yes,3,1991-1992,2014-2015,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key ball-state; literal Utah source label preserved. Representative raw labels: Ball State.
30,utah,Baylor,baylor,Baylor,Yes,6,1957-1958,2025-2026,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key baylor; literal Utah source label preserved. Representative raw labels: Baylor | Baylor* | at Baylor | at [25/21] Baylor*.
31,utah,Becker’s Best,beckers-best,Becker’s Best,No,1,1934-1935,1934-1935,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Becker’s Best.
32,utah,Bellarmine,bellarmine,Bellarmine,Yes,1,2023-2024,2023-2024,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key bellarmine; literal Utah source label preserved. Representative raw labels: Bellarmine.
33,utah,Bethune-Cookman,bethune-cookman,Bethune-Cookman,Yes,1,2021-2022,2021-2022,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key bethune-cookman; literal Utah source label preserved. Representative raw labels: Bethune-Cookman[1].
34,utah,Big Horn Academy,big-horn-academy,Big Horn Academy,No,2,1914-1915,1914-1915,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: at Big Horn Academy.
35,utah,Boise State,boise-state,Boise State,Yes,8,1978-1979,2016-2017,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key boise-state; literal Utah source label preserved. Representative raw labels: Boise State | at Boise State.
36,utah,Boston College,boston-college,Boston College,Yes,4,1966-1967,2021-2022,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key boston-college; literal Utah source label preserved. Representative raw labels: vs . Boston College | vs . Boston College[2] | vs . [25] Boston College.
37,utah,Bradley,bradley,Bradley,Yes,6,1937-1938,2010-2011,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key bradley; literal Utah source label preserved. Representative raw labels: Bradley | at Bradley | vs . Bradley.
38,utah,Brooklawn Creamery,brooklawn-creamery,Brooklawn Creamery,No,1,1934-1935,1934-1935,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Brooklawn Creamery.
39,utah,Burlington AC,burlington-ac,Burlington AC,No,1,1912-1913,1912-1913,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Burlington AC.
40,utah,Bushnel Hospital,bushnel-hospital,Bushnel Hospital,No,1,1943-1944,1943-1944,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Bushnel Hospital.
41,utah,Butler,butler,Butler,Yes,5,1964-1965,2024-2025,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key butler; literal Utah source label preserved. Representative raw labels: Butler | [18] Butler | at Butler | vs . Butler.
42,utah,Butte 5W,butte-5w,Butte 5W,No,1,1909-1910,1909-1910,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: at Butte 5W.
43,utah,CSU Bakersfield,cal-state-bakersfield,Cal State Bakersfield,Yes,1,2022-2023,2022-2023,RESOLVED,CURRENT_D1_ALIAS_NORMALIZATION,,Resolved to research-base current program registry key cal-state-bakersfield; literal Utah source label preserved. Representative raw labels: CSU Bakersfield.
44,utah,Cal,california,California,Yes,1,2025-2026,2025-2026,RESOLVED,CURRENT_D1_ALIAS_NORMALIZATION,,Resolved to research-base current program registry key california; literal Utah source label preserved. Representative raw labels: at #RV/-- Cal.
45,utah,Cal Baptist,california-baptist,Cal Baptist,Yes,1,2025-2026,2025-2026,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key california-baptist; literal Utah source label preserved. Representative raw labels: Cal Baptist.
46,utah,Cal Poly,cal-poly,Cal Poly,Yes,3,2004-2005,2025-2026,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key cal-poly; literal Utah source label preserved. Representative raw labels: Cal Poly | at Cal Poly.
47,utah,Cal State - Fullerton,cal-state-fullerton,Cal State Fullerton,Yes,11,1978-1979,2011-2012,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key cal-state-fullerton; literal Utah source label preserved. Representative raw labels: Cal State - Fullerton | at Cal State - Fullerton | vs . Cal State - Fullerton.
48,utah,Cal State - Los Angeles,cal-state-los-angeles,Cal State Los Angeles,No,7,1954-1955,1962-1963,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Cal State - Los Angeles.
49,utah,Cal State - Northridge,cal-state-northridge,Cal State Northridge,Yes,7,1979-1980,2012-2013,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key cal-state-northridge; literal Utah source label preserved. Representative raw labels: Cal State - Northridge.
50,utah,Cal State - Stanislaus,cal-state-stanislaus,Cal State Stanislaus,No,1,1989-1990,1989-1990,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Cal State - Stanislaus.
51,utah,Cal State-Fullerton,cal-state-fullerton,Cal State Fullerton,Yes,1,1985-1986,1985-1986,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key cal-state-fullerton; literal Utah source label preserved. Representative raw labels: Cal State-Fullerton.
52,utah,California,california,California,Yes,40,1939-1940,2023-2024,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key california; literal Utah source label preserved. Representative raw labels: California | California* | [14] California | at California | at California* | at [14] California | vs . California | vs . [11] California.
53,utah,California - Davis,uc-davis,UC Davis,Yes,2,1990-1991,2013-2014,RESOLVED,CURRENT_D1_ALIAS_NORMALIZATION,,Resolved to research-base current program registry key uc-davis; literal Utah source label preserved. Representative raw labels: California - Davis.
54,utah,California - Irvine,uc-irvine,UC Irvine,Yes,9,1974-1975,2008-2009,RESOLVED,CURRENT_D1_ALIAS_NORMALIZATION,,Resolved to research-base current program registry key uc-irvine; literal Utah source label preserved. Representative raw labels: California - Irvine | at California - Irvine.
55,utah,California - Riverside,uc-riverside,UC Riverside,Yes,2,2014-2015,2016-2017,RESOLVED,CURRENT_D1_ALIAS_NORMALIZATION,,Resolved to research-base current program registry key uc-riverside; literal Utah source label preserved. Representative raw labels: California - Riverside.
56,utah,Canisius,canisius,Canisius,Yes,9,1944-1945,1995-1996,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key canisius; literal Utah source label preserved. Representative raw labels: at Canisius | vs . Canisius.
57,utah,Cardinal Stritch (Wis .),cardinal-stritch,Cardinal Stritch,No,2,1993-1994,2000-2001,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Cardinal Stritch (Wis .).
58,utah,Carroll College (Mont .),carroll-college-montana,Carroll College (MT),No,1,2014-2015,2014-2015,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Carroll College (Mont .).
59,utah,Centenary,centenary-la,Centenary (LA),No,1,1965-1966,1965-1966,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Centenary.
60,utah,Central Arkansas,central-arkansas,Central Arkansas,Yes,2,2019-2020,2024-2025,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key central-arkansas; literal Utah source label preserved. Representative raw labels: Central Arkansas.
61,utah,Central Florida,ucf,UCF,Yes,1,2006-2007,2006-2007,RESOLVED,CURRENT_D1_ALIAS_NORMALIZATION,,Resolved to research-base current program registry key ucf; literal Utah source label preserved. Representative raw labels: vs . Central Florida.
62,utah,Central Michigan,central-michigan,Central Michigan,Yes,1,2012-2013,2012-2013,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key central-michigan; literal Utah source label preserved. Representative raw labels: Central Michigan.
63,utah,Charlotte YMCA,charlotte-ymca,Charlotte YMCA,No,1,1919-1920,1919-1920,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: vs . Charlotte YMCA.
64,utah,Chicago,chicago,Chicago,No,1,1939-1940,1939-1940,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: at Chicago.
65,utah,Chicago Crescents,chicago-crescents,Chicago Crescents,No,1,1916-1917,1916-1917,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Chicago Crescents.
66,utah,Chicago State,chicago-state,Chicago State,Yes,3,1993-1994,1999-2000,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key chicago-state; literal Utah source label preserved. Representative raw labels: Chicago State | at Chicago State.
67,utah,Cincinnati,cincinnati,Cincinnati,Yes,8,1947-1948,2025-2026,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key cincinnati; literal Utah source label preserved. Representative raw labels: Cincinnati* | [4] Cincinnati | at Cincinnati | at Cincinnati* | vs . [2] Cincinnati | vs. No. 9-Seed Cincinnati (1st Round).
68,utah,Coastal Carolina,coastal-carolina,Coastal Carolina,Yes,1,2019-2020,2019-2020,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key coastal-carolina; literal Utah source label preserved. Representative raw labels: at Coastal Carolina[1].
69,utah,College of Idaho,college-of-idaho,College of Idaho,No,2,2012-2013,2015-2016,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: College of Idaho.
70,utah,Colorado,colorado,Colorado,Yes,69,1912-1913,2025-2026,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key colorado; literal Utah source label preserved. Representative raw labels: Colorado | Colorado* | [RV/RV] Colorado* | at Colorado | at Colorado* | at [25/RV] Colorado* | at [RV/RV] Colorado* | vs . Colorado.
71,utah,Colorado College,colorado-college,Colorado College,No,8,1927-1928,1943-1944,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Colorado College | at Colorado College | vs . Colorado College.
72,utah,Colorado State,colorado-state,Colorado State,Yes,146,1936-1937,2010-2011,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key colorado-state; literal Utah source label preserved. Representative raw labels: Colorado State | Colorado State* | [18] Colorado State* | at Colorado State | at Colorado State* | vs . Colorado State.
73,utah,Columbia,columbia,Columbia,Yes,1,1981-1982,1981-1982,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key columbia; literal Utah source label preserved. Representative raw labels: vs . Columbia.
74,utah,Columbia AC,columbia-ac-missouri,Columbia AC (Mo.),No,1,1915-1916,1915-1916,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: vs . Columbia AC.
75,utah,Concordia (Calif .),concordia-california,Concordia (CA),No,1,2000-2001,2000-2001,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Concordia (Calif .).
76,utah,Concordia (Ore .),concordia-oregon,Concordia (OR),No,1,2016-2017,2016-2017,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Concordia (Ore .).
77,utah,Connecticut,uconn,Connecticut,Yes,4,1968-1969,2003-2004,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key uconn; literal Utah source label preserved. Representative raw labels: Connecticut | vs . Connecticut | vs . [1] Connecticut.
78,utah,Coppin State,coppin-state,Coppin State,Yes,2,2004-2005,2016-2017,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key coppin-state; literal Utah source label preserved. Representative raw labels: Coppin State.
79,utah,Cornell,cornell,Cornell,Yes,2,1948-1949,1958-1959,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key cornell; literal Utah source label preserved. Representative raw labels: vs . Cornell.
80,utah,Creighton,creighton,Creighton,Yes,1,1941-1942,1941-1942,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key creighton; literal Utah source label preserved. Representative raw labels: at Creighton.
81,utah,Dartmouth,dartmouth,Dartmouth,Yes,2,1943-1944,1973-1974,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key dartmouth; literal Utah source label preserved. Representative raw labels: Dartmouth | vs . Dartmouth.
82,utah,Davis HS,davis-hs,Davis HS,No,1,1913-1914,1913-1914,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Davis HS.
83,utah,Dayton,dayton,Dayton,Yes,2,1955-1956,1958-1959,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key dayton; literal Utah source label preserved. Representative raw labels: vs . [20] Dayton | vs . [4] Dayton.
84,utah,DePaul,depaul,DePaul,Yes,3,1929-1930,1956-1957,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key depaul; literal Utah source label preserved. Representative raw labels: DePaul | vs . DePaul.
85,utah,Delaware State,delaware-state,Delaware State,Yes,1,2015-2016,2015-2016,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key delaware-state; literal Utah source label preserved. Representative raw labels: Delaware State.
86,utah,Denver,denver,Denver,Yes,67,1931-1932,1989-1990,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key denver; literal Utah source label preserved. Representative raw labels: Denver | Denver* | at Denver | at Denver*.
87,utah,Denver AC,denver-ac,Denver AC,No,1,1934-1935,1934-1935,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Denver AC.
88,utah,Deseret News,deseret-news,Deseret News,No,2,1930-1931,1930-1931,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Deseret News.
89,utah,Dixie State,utah-tech,Utah Tech,Yes,2,1928-1929,2007-2008,RESOLVED,CURRENT_D1_RENAME,,"Utah Tech official institutional history documents Dixie-era names as the same institution, renamed Utah Tech University in 2022. Representative raw labels: Dixie State."
90,utah,Dow Chemical,dow-chemical,Dow Chemical,No,1,1943-1944,1943-1944,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Dow Chemical.
91,utah,Drake,drake,Drake,Yes,4,1935-1936,1995-1996,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key drake; literal Utah source label preserved. Representative raw labels: Drake | at Drake | vs . Drake.
92,utah,Duke,duke,Duke,Yes,5,1959-1960,2015-2016,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key duke; literal Utah source label preserved. Representative raw labels: vs . Duke | vs . [16] Duke | vs . [2] Duke | vs . [4] Duke | vs . [7] Duke[2].
93,utah,Duquesne,duquesne,Duquesne,Yes,2,1946-1947,1946-1947,RESOLVED,CURRENT_D1_ALIAS_NORMALIZATION,,Resolved to research-base current program registry key duquesne; literal Utah source label preserved. Representative raw labels: vs . Duquesne.
94,utah,Eastern Kentucky,eastern-kentucky,Eastern Kentucky,Yes,1,1984-1985,1984-1985,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key eastern-kentucky; literal Utah source label preserved. Representative raw labels: Eastern Kentucky.
95,utah,Eastern Washington,eastern-washington,Eastern Washington,Yes,4,2017-2018,2025-2026,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key eastern-washington; literal Utah source label preserved. Representative raw labels: Eastern Washington | Eastern Washington[2].
96,utah,Ecker Studio,ecker-studio,Ecker Studio,No,2,1939-1940,1943-1944,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Ecker Studio.
97,utah,Evansville,evansville,Evansville,Yes,2,1960-1961,1987-1988,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key evansville; literal Utah source label preserved. Representative raw labels: Evansville | at Evansville.
98,utah,Evergreen State,evergreen-state,Evergreen State,No,1,2013-2014,2013-2014,RESOLVED,HISTORICAL_NON_D1_IDENTITY,,Utah official all-time series/defunct-opponent inventory preserves this distinct historical/non-D1 identity; no current-D1 registry match or forced merge applied. Representative raw labels: Evergreen State.
99,utah,Fairfield,fairfield,Fairfield,Yes,2,1981-1982,1987-1988,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key fairfield; literal Utah source label preserved. Representative raw labels: Fairfield.
100,utah,Fairleigh Dickinson,fairleigh-dickinson,Fairleigh Dickinson,Yes,1,1977-1978,1977-1978,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key fairleigh-dickinson; literal Utah source label preserved. Representative raw labels: Fairleigh Dickinson.
101,utah,Florida,florida,Florida,Yes,2,1988-1989,1991-1992,RESOLVED,CURRENT_D1_REGISTRY_MATCH,,Resolved to research-base current program registry key florida; literal Utah source label preserved. Representative raw labels: vs . Florida | vs . [15] Florida.
