index,source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
10,washington-state,hp-field-house,VEN-000084,HP Field House,,Orlando,FL,,,,unknown,3,2013-11-28,2013-12-01,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Source/event locality shorthand normalized to the research-base physical venue registry geography. Integration rebase resolved final global venue ID VEN-000084.
11,washington-state,keyarena,VEN-000102,KeyArena,,Seattle,WA,,,,unknown,9,2005-12-22,2012-12-29,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000102.
12,washington-state,lahaina-civic-center,VEN-000108,Lahaina Civic Center,,Lahaina,HI,,,,unknown,3,2025-11-24,2025-11-26,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000108.
13,washington-state,mackey-arena,VEN-000122,Mackey Arena,,West Lafayette,IN,,,,unknown,1,1980-03-06,1980-03-06,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000122.
14,washington-state,madison-square-garden-1968,VEN-000124,Madison Square Garden,,New York,NY,,,,unknown,2,2011-03-29,2022-03-29,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000124.
15,washington-state,mcarthur-court,VEN-000126,McArthur Court,,Eugene,OR,,,,unknown,2,1945-03-16,1945-03-17,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000126.
16,washington-state,mckale-center,VEN-000127,McKale Center,,Tucson,AZ,,,,unknown,2,1988-03-11,1988-03-12,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000127.
17,washington-state,mgm-grand-garden-arena,VEN-000133,MGM Grand Garden Arena,,Las Vegas,NV,,,,unknown,6,2013-03-13,2025-03-31,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,"Source/event locality shorthand normalized to the research-base physical venue registry geography. Current project convention canonicalizes this resolved Paradise physical venue to Las Vegas, NV. Integration rebase resolved final global venue ID VEN-000133."
18,washington-state,mohegan-sun-arena,VEN-000139,Mohegan Sun Arena,,Uncasville,CT,,,,unknown,2,2023-11-18,2023-11-19,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000139.
19,washington-state,moody-coliseum,VEN-000141,Moody Coliseum,,Dallas,TX,,,,unknown,1,2022-03-20,2022-03-20,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000141.
20,washington-state,municipal-auditorium-kc,VEN-000143,Municipal Auditorium,,Kansas City,MO,,,,unknown,3,1941-03-21,1941-03-29,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000143.
21,washington-state,neal-s-blaisdell-center,VEN-000149,Neal S. Blaisdell Center,,Honolulu,HI,,,,unknown,8,1973-12-26,1991-12-30,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000149.
22,washington-state,numerica-veterans-arena,VEN-000152,Numerica Veterans Arena,,Spokane,WA,,,,unknown,2,2025-12-17,2026-01-04,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000152.
23,washington-state,pauley-pavilion,VEN-000161,Pauley Pavilion,,Los Angeles,CA,,,,unknown,1,1987-03-05,1987-03-05,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000161.
24,washington-state,petersen-events-center,VEN-000164,Petersen Events Center,,Pittsburgh,PA,,,,unknown,2,2012-03-28,2012-03-30,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000164.
25,washington-state,prudential-center,VEN-000170,Prudential Center,,Newark,NJ,,,,unknown,2,2008-11-28,2008-11-29,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000170.
26,washington-state,spectrum-center,VEN-000190,Spectrum Center,Charlotte Bobcats Arena,Charlotte,NC,,,,unknown,1,2008-03-27,2008-03-27,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000190.
27,washington-state,sports-and-fitness-center,VEN-000191,Sports and Fitness Center,UVI Sports and Fitness Center,St. Thomas,VI,,,,unknown,3,2016-11-18,2016-11-21,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000191.
28,washington-state,stan-sheriff-center,VEN-000194,Stan Sheriff Center,,Honolulu,HI,,,,unknown,11,1996-12-28,2022-12-25,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000194.
29,washington-state,t-mobile-arena,VEN-000201,T-Mobile Arena,,Las Vegas,NV,,,,unknown,11,2017-03-08,2024-03-15,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,"Current project convention canonicalizes this resolved Paradise physical venue to Las Vegas, NV. Integration rebase resolved final global venue ID VEN-000201."
30,washington-state,the-pit,VEN-000208,The Pit,,Albuquerque,NM,,,,unknown,1,1992-03-23,1992-03-23,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000208.
31,washington-state,titan-gym,VEN-000212,Titan Gym,,Fullerton,CA,,,,unknown,3,2017-11-23,2017-11-26,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000212.
32,washington-state,acrisure-arena,VEN-000242,Acrisure Arena,,Palm Desert,CA,,,,unknown,2,2024-11-26,2024-11-27,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000242.
33,washington-state,capital-centre,VEN-000259,Capital Centre,USAir Arena,Landover,MD,,,,unknown,1,1994-03-18,1994-03-18,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000259.
34,washington-state,beasley-coliseum,VEN-000283,Beasley Coliseum,,Pullman,WA,,,,unknown,710,1973-12-01,2026-02-21,primary_home,1973-1974,,SEASON,SOURCE_PROGRAM_HOME,WSU Beasley/Friel Court facility history and accepted Stage 3A chronology; research-base global venue reuse.,Integration rebase resolved final global venue ID VEN-000283.
35,washington-state,veterans-memorial-coliseum-portland,VEN-000297,Veterans Memorial Coliseum,Memorial Coliseum,Portland,OR,,,,unknown,51,1960-12-28,1983-12-30,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000297.
36,washington-state,orleans-arena,VEN-000356,Orleans Arena,,Las Vegas,NV,,,,unknown,6,2018-12-22,2026-03-06,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,"Source/event locality shorthand normalized to the research-base physical venue registry geography. Current project convention canonicalizes this resolved Paradise physical venue to Las Vegas, NV. Integration rebase resolved final global venue ID VEN-000356."
37,washington-state,sullivan-arena,VEN-000361,Sullivan Arena,,Anchorage,AK,,,,unknown,2,2009-11-27,2009-11-28,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000361.
38,washington-state,redbird-arena,VEN-000369,Redbird Arena,,Normal,IL,,,,unknown,1,1995-03-20,1995-03-20,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000369.
39,washington-state,gill-coliseum,VEN-000373,Gill Coliseum,,Corvallis,OR,,,,unknown,2,1983-03-19,2012-03-21,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000373.
40,washington-state,the-forum,VEN-000376,The Forum,,Inglewood,CA,,,,unknown,2,1989-03-09,1989-03-10,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Source/event locality shorthand normalized to the research-base physical venue registry geography. Integration rebase resolved final global venue ID VEN-000376.
41,washington-state,anaheim-convention-center,VEN-000386,Anaheim Convention Center,,Anaheim,CA,,,,unknown,3,2011-11-24,2011-11-27,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000386.
42,washington-state,marriott-center,VEN-000405,Marriott Center,,Provo,UT,,,,unknown,1,2022-03-23,2022-03-23,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000405.
43,washington-state,men-s-gym,VEN-000408,Men's Gym,UCLA Men's Gymnasium,Los Angeles,CA,,,,unknown,2,1950-03-10,1950-03-11,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000408.
44,washington-state,university-credit-union-pavilion,VEN-000449,University Credit Union Pavilion,McKeon Pavilion,Moraga,CA,,,,unknown,1,2009-03-17,2009-03-17,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000449.
45,washington-state,provisional-john-gray-gym,VEN-000470,John Gray Gym,John Gray Gymnasium,George Town,Cayman Islands,,,,unknown,3,2019-11-25,2019-11-27,,,,,,"Accepted Washington State event/site research identifies John Gray Gym in George Town, Cayman Islands; research-base registry contains same physical identity but incorrect KY geography.",Historical identity: RESOLVED. Shared-reference geography correction: PENDING_CURRENT_MAIN_REBASE. Do not preserve the research-base Kentucky geography. Historical identity RESOLVED; global geography correction PENDING_CURRENT_MAIN_REBASE. Integration rebase resolved final global venue ID VEN-000470.
46,washington-state,the-mark-quad-cities,VEN-000509,Vibrant Arena at The MARK,Vibrant Arena,Moline,IL,,,,unknown,1,2024-11-15,2024-11-15,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000509.
47,washington-state,buffalo-memorial-auditorium,VEN-000512,Buffalo Memorial Auditorium,,Buffalo,NY,,,,unknown,1,1995-03-23,1995-03-23,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000512.
48,washington-state,war-memorial-gymnasium-san-francisco,VEN-000523,War Memorial Gymnasium,War Memorial Gym,San Francisco,CA,,,,unknown,1,2012-03-13,2012-03-13,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000523.
49,washington-state,buckner-fieldhouse,VEN-000528,Buckner Fieldhouse,Buckner Field House,Anchorage,AK,,,,unknown,2,1981-11-29,1981-11-30,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000528.
50,washington-state,alaska-airlines-center,VEN-000567,Alaska Airlines Center,,Anchorage,AK,,,,unknown,3,2014-11-27,2014-11-29,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000567.
51,washington-state,ferrell-center,VEN-000571,Ferrell Center,,Waco,TX,,,,unknown,1,2007-11-30,2007-11-30,,,,,,Accepted Washington State Stage 3A/3B physical-site research; reconciled against research-base global venue registry.,Integration rebase resolved final global venue ID VEN-000571.
52,washington-state,wsu-gymnasium-temporary-union-building,VEN-000638,WSU Gymnasium / Temporary Union Building,,Pullman,WA,,,,unknown,200,1902-02-17,1927-02-26,primary_home,1901-1902,1926-1927,SEASON,SOURCE_PROGRAM_HOME,WSU Libraries institutional building history plus accepted Stage 3A home-facility chronology.,PROVISIONAL global numeric ID; Historical identity: RESOLVED; Global registration: PENDING_CURRENT_MAIN_REBASE. Integration rebase resolved final global venue ID VEN-000638.
53,washington-state,bohler-gym,VEN-000639,Bohler Gym,,Pullman,WA,,,,unknown,612,1927-12-17,1991-01-14,primary_home,1927-1928,1972-1973,SEASON,SOURCE_PROGRAM_HOME,WSU Athletics Bohler Gym history plus official 1927-28 schedule and accepted Stage 3A chronology.,PROVISIONAL global numeric ID; Historical identity: RESOLVED; Global registration: PENDING_CURRENT_MAIN_REBASE. Integration rebase resolved final global venue ID VEN-000639.
54,washington-state,numerica-veterans-arena,VEN-000152,Spokane Arena,,Spokane,WA,,,,unknown,35,1995-11-24,2024-12-30,,,,,,Accepted Washington State Stage 3A game-level/site research; no reusable research-base venue identity found.,PROVISIONAL global numeric ID; Historical identity: RESOLVED; Global registration: PENDING_CURRENT_MAIN_REBASE. Current-main rebase reuses VEN-000152 (Numerica Veterans Arena); Spokane Arena is an established alias for the same physical building. Integration rebase resolved final global venue ID VEN-000152.
55,washington-state,spokane-coliseum,VEN-000640,Spokane Coliseum,,Spokane,WA,,,,unknown,17,1960-01-29,1993-12-04,,,,,,Accepted Washington State Stage 3A game-level/site research; no reusable research-base venue identity found.,PROVISIONAL global numeric ID; Historical identity: RESOLVED; Global registration: PENDING_CURRENT_MAIN_REBASE. Integration rebase resolved final global venue ID VEN-000640.
56,washington-state,toyota-center-kennewick,VEN-000641,Toyota Center,,Kennewick,WA,,,,unknown,3,2013-12-18,2018-12-09,,,,,,Accepted Washington State Stage 3A game-level/site research; no reusable research-base venue identity found.,PROVISIONAL global numeric ID; Historical identity: RESOLVED; Global registration: PENDING_CURRENT_MAIN_REBASE. Integration rebase resolved final global venue ID VEN-000641.
57,washington-state,idaho-central-arena,VEN-000642,Idaho Central Arena,,Boise,ID,,,,unknown,2,2022-11-12,2024-12-07,,,,,,Accepted Washington State Stage 3A game-level/site research; no reusable research-base venue identity found.,PROVISIONAL global numeric ID; Historical identity: RESOLVED; Global registration: PENDING_CURRENT_MAIN_REBASE. Integration rebase resolved final global venue ID VEN-000642.
