index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
20,oregon,Arizona (16/NR),arizona,Arizona,Yes,1,2006-2007,2006-2007,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
21,oregon,Arizona (18/12),arizona,Arizona,Yes,1,1994-1995,1994-1995,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
22,oregon,Arizona (23/18),arizona,Arizona,Yes,1,2015-2016,2015-2016,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
23,oregon,Arizona (23/9),arizona,Arizona,Yes,1,1999-2000,1999-2000,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
24,oregon,Arizona (25/21),arizona,Arizona,Yes,1,2024-2025,2024-2025,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
25,oregon,Arizona (5/7),arizona,Arizona,Yes,1,2016-2017,2016-2017,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
26,oregon,Arizona (8/15),arizona,Arizona,Yes,1,2015-2016,2015-2016,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
27,oregon,Arizona (9/24),arizona,Arizona,Yes,1,2019-2020,2019-2020,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
28,oregon,Arizona (9/4),arizona,Arizona,Yes,1,2002-2003,2002-2003,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
29,oregon,Arizona (NR/1),arizona,Arizona,Yes,3,1987-1988,2002-2003,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
30,oregon,Arizona (NR/10),arizona,Arizona,Yes,1,2004-2005,2004-2005,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
31,oregon,Arizona (NR/11),arizona,Arizona,Yes,2,1996-1997,2001-2002,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
32,oregon,Arizona (NR/12),arizona,Arizona,Yes,1,1988-1989,1988-1989,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
33,oregon,Arizona (NR/13),arizona,Arizona,Yes,6,1993-1994,2004-2005,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
34,oregon,Arizona (NR/14),arizona,Arizona,Yes,3,2003-2004,2017-2018,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
35,oregon,Arizona (NR/15),arizona,Arizona,Yes,1,2001-2002,2001-2002,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
36,oregon,Arizona (NR/17),arizona,Arizona,Yes,1,2017-2018,2017-2018,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
37,oregon,Arizona (NR/18),arizona,Arizona,Yes,1,2010-2011,2010-2011,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
38,oregon,Arizona (NR/2),arizona,Arizona,Yes,2,1989-1990,2013-2014,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
39,oregon,Arizona (NR/21),arizona,Arizona,Yes,1,2007-2008,2007-2008,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
40,oregon,Arizona (NR/23),arizona,Arizona,Yes,1,1989-1990,1989-1990,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
41,oregon,Arizona (NR/24),arizona,Arizona,Yes,1,2005-2006,2005-2006,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
42,oregon,Arizona (NR/3),arizona,Arizona,Yes,5,1987-1988,2021-2022,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
43,oregon,Arizona (NR/4),arizona,Arizona,Yes,2,1992-1993,2012-2013,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
44,oregon,Arizona (NR/5),arizona,Arizona,Yes,3,1991-1992,2022-2023,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
45,oregon,Arizona (NR/6),arizona,Arizona,Yes,4,1997-1998,2023-2024,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
46,oregon,Arizona (NR/7),arizona,Arizona,Yes,3,1990-1991,2014-2015,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
47,oregon,Arizona (NR/8),arizona,Arizona,Yes,2,1992-1993,1998-1999,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
48,oregon,Arizona (NR/9),arizona,Arizona,Yes,7,1990-1991,2023-2024,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
49,oregon,Arizona State,arizona-state,Arizona State,Yes,78,1960-1961,2023-2024,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
50,oregon,Arizona State (13/NR),arizona-state,Arizona State,Yes,2,2006-2007,2016-2017,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
51,oregon,Arizona State (14/NR),arizona-state,Arizona State,Yes,1,2019-2020,2019-2020,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
52,oregon,Arizona State (15/NR),arizona-state,Arizona State,Yes,1,2006-2007,2006-2007,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
53,oregon,Arizona State (18/13),arizona-state,Arizona State,Yes,1,1994-1995,1994-1995,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
54,oregon,Arizona State (19/NR),arizona-state,Arizona State,Yes,1,1974-1975,1974-1975,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
55,oregon,Arizona State (23/NR),arizona-state,Arizona State,Yes,2,1999-2000,2015-2016,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
56,oregon,Arizona State (5/NR),arizona-state,Arizona State,Yes,1,2016-2017,2016-2017,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
57,oregon,Arizona State (9/NR),arizona-state,Arizona State,Yes,2,2002-2003,2019-2020,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
58,oregon,Arizona State (NR/11),arizona-state,Arizona State,Yes,1,2017-2018,2017-2018,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
59,oregon,Arizona State (NR/13),arizona-state,Arizona State,Yes,1,1980-1981,1980-1981,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
60,oregon,Arizona State (NR/15),arizona-state,Arizona State,Yes,2,1980-1981,1994-1995,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
61,oregon,Arizona State (NR/19),arizona-state,Arizona State,Yes,1,1979-1980,1979-1980,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
62,oregon,Arizona State (NR/20),arizona-state,Arizona State,Yes,1,2008-2009,2008-2009,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
63,oregon,Arizona State (NR/24),arizona-state,Arizona State,Yes,1,2008-2009,2008-2009,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
64,oregon,Arkansas,arkansas,Arkansas,Yes,1,1944-1945,1944-1945,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
65,oregon,Arkansas (NR/2),arkansas,Arkansas,Yes,1,1990-1991,1990-1991,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
66,oregon,Arkansas (NR/9),arkansas,Arkansas,Yes,1,1989-1990,1989-1990,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
67,oregon,Arkansas State (21/NR),arkansas-state,Arkansas State,Yes,1,2015-2016,2015-2016,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
68,oregon,Arkansas-Pine Bluff,arkansas-pine-bluff,Arkansas-Pine Bluff,Yes,2,2009-2010,2012-2013,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
69,oregon,Army (5/NR),army,Army,Yes,1,2016-2017,2016-2017,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
70,oregon,Ashland AC,ashland-ac,Ashland AC,No,4,1906-1907,1907-1908,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
71,oregon,Ashland Normal,ashland-normal,Ashland Normal,No,1,1907-1908,1907-1908,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
72,oregon,Astoria All Stars,astoria-all-stars,Astoria All Stars,No,1,1942-1943,1942-1943,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
73,oregon,Astoria East,astoria-east,Astoria East,No,1,1937-1938,1937-1938,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
74,oregon,Astoria Navy,astoria-navy,Astoria Navy,No,2,1944-1945,1945-1946,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
75,oregon,Athens Club,athens-club,Athens Club,No,1,1926-1927,1926-1927,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
76,oregon,Auburn,auburn,Auburn,Yes,2,2000-2001,2025-2026,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
77,oregon,Auburn Cubs,auburn-cubs,Auburn Cubs,No,1,1926-1927,1926-1927,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
78,oregon,Augustana,augustana,Augustana,No,1,1939-1940,1939-1940,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
79,oregon,BYU (12/NR),byu,BYU,Yes,1,2021-2022,2021-2022,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
80,oregon,Ball State,ball-state,Ball State,Yes,1,2017-2018,2017-2018,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
81,oregon,Baltimore,baltimore,Baltimore,No,2,1939-1940,1940-1941,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
82,oregon,Baylor,baylor,Baylor,Yes,1,2018-2019,2018-2019,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
83,oregon,Baylor (25/20),baylor,Baylor,Yes,1,2015-2016,2015-2016,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
84,oregon,Baylor (4/NR),baylor,Baylor,Yes,1,2016-2017,2016-2017,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
85,oregon,Baylor (NR/1),baylor,Baylor,Yes,1,2021-2022,2021-2022,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
86,oregon,Bethune-Cookman,bethune-cookman,Bethune-Cookman,Yes,1,2004-2005,2004-2005,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
87,oregon,Bethune-Cookman (22/NR),bethune-cookman,Bethune-Cookman,Yes,1,2006-2007,2006-2007,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
88,oregon,Blue and Gold AC,blue-and-gold-ac,Blue and Gold AC,No,4,1949-1950,1950-1951,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
89,oregon,Boise State,boise-state,Boise State,Yes,8,1975-1976,2018-2019,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
90,oregon,Boise State (15//NR),boise-state,Boise State,Yes,1,2019-2020,2019-2020,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
91,oregon,Boise State (23/NR),boise-state,Boise State,Yes,1,2016-2017,2016-2017,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
92,oregon,Boise State (24/NR),boise-state,Boise State,Yes,1,2015-2016,2015-2016,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
93,oregon,Boston University,boston-university,Boston University,Yes,2,1985-1986,1988-1989,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
94,oregon,Bowie State,bowie-state,Bowie State,No,1,2005-2006,2005-2006,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
95,oregon,Bowling Green,bowling-green,Bowling Green,Yes,2,1945-1946,1976-1977,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
96,oregon,Bradford’s Clothiers,bradfords-clothiers,Bradford’s Clothiers,No,1,1941-1942,1941-1942,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
97,oregon,Bradley,bradley,Bradley,Yes,2,1938-1939,1940-1941,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
98,oregon,Brigham Young,byu,BYU,Yes,16,1954-1955,2013-2014,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
99,oregon,Brigham Young (13/NR),byu,BYU,Yes,1,2013-2014,2013-2014,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
100,oregon,Brigham Young (NR/10),byu,BYU,Yes,2,1955-1956,1955-1956,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
101,oregon,Brigham Young (NR/19),byu,BYU,Yes,2,1964-1965,1964-1965,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
102,oregon,Brigham Young (NR/25),byu,BYU,Yes,1,1992-1993,1992-1993,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
103,oregon,British Columbia,british-columbia,British Columbia,No,11,1944-1945,1948-1949,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
104,oregon,Bruno Studios,bruno-studios,Bruno Studios,No,2,1942-1943,1946-1947,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
105,oregon,CCNY,ccny,CCNY,No,1,1938-1939,1938-1939,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
106,oregon,Cal Baptist,california-baptist,California Baptist,Yes,1,2023-2024,2023-2024,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
107,oregon,Cal Poly (14/NR),cal-poly,Cal Poly,Yes,1,2013-2014,2013-2014,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
108,oregon,Cal Poly Pomona,cal-poly-pomona,Cal Poly Pomona,No,2,1972-1973,1991-1992,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
109,oregon,Cal State Fullerton,cal-state-fullerton,Cal State Fullerton,Yes,3,1976-1977,1980-1981,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
110,oregon,Cal State Los Angeles,cal-state-los-angeles,Cal State Los Angeles,No,4,1973-1974,1979-1980,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
111,oregon,Cal State Northridge,cal-state-northridge,Cal State Northridge,Yes,4,1980-1981,2014-2015,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
112,oregon,Cal State Northridge (10/NR),cal-state-northridge,Cal State Northridge,Yes,1,2002-2003,2002-2003,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
113,oregon,California,california,California,Yes,129,1918-1919,2023-2024,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
114,oregon,California (10/NR),california,California,Yes,1,2012-2013,2012-2013,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
115,oregon,California (11/NR),california,California,Yes,3,2015-2016,2019-2020,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
116,oregon,California (12/NR),california,California,Yes,1,2002-2003,2002-2003,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
117,oregon,California (13/NR),california,California,Yes,2,2001-2002,2019-2020,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
118,oregon,California (15/NR),california,California,Yes,1,2006-2007,2006-2007,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
119,oregon,California (16/NR),california,California,Yes,1,2006-2007,2006-2007,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
120,oregon,California (17/NR),california,California,Yes,1,2013-2014,2013-2014,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
121,oregon,California (21/NR),california,California,Yes,1,2020-2021,2020-2021,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
122,oregon,California (22/NR),california,California,Yes,1,1994-1995,1994-1995,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
123,oregon,California (23/NR),california,California,Yes,1,2012-2013,2012-2013,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
124,oregon,California (24/NR),california,California,Yes,2,1996-1997,1999-2000,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
125,oregon,California (5/NR),california,California,Yes,1,2016-2017,2016-2017,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
126,oregon,California (6/NR),california,California,Yes,1,2016-2017,2016-2017,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
127,oregon,California (9/NR),california,California,Yes,2,1974-1975,2006-2007,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
128,oregon,California (NR/18),california,California,Yes,1,1958-1959,1958-1959,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
129,oregon,California (NR/19),california,California,Yes,1,1993-1994,1993-1994,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
130,oregon,California (NR/2),california,California,Yes,1,1959-1960,1959-1960,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
131,oregon,California (NR/20),california,California,Yes,2,1958-1959,1993-1994,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
132,oregon,California (NR/3),california,California,Yes,1,1959-1960,1959-1960,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
133,oregon,California$,california,California,Yes,1,1998-1999,1998-1999,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
134,oregon,Camp Adair,camp-adair,Camp Adair,No,2,1942-1943,1942-1943,RESOLVED,Oregon official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
