source_game_id,source_program_key,season_label,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,team_score,opponent_score,played_result,overtime_periods,curated_site_type,curated_venue_name,city,state,curated_game_type,curated_postseason_round,event_or_tournament,administrative_status,site_research_status,site_research_basis,raw_text,source_page,source_series_event_note
BUTRAW-00012,butler,1900-1901,1901-02-08,Indiana,indiana,Indiana,22,17,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","F8   at Indiana                 W, 22-17",44,Early H/A/N checked against authoritative Indiana/Purdue reciprocal history; Butler ledger notation is not used mechanically where reciprocal evidence contradicts it.
BUTRAW-00013,butler,1900-1901,1901-02-28,INDIANA,indiana,Indiana,24,20,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F28 INDIANA                W, 24-20",44,Early H/A/N checked against authoritative Indiana/Purdue reciprocal history; Butler ledger notation is not used mechanically where reciprocal evidence contradicts it.
BUTRAW-00014,butler,1900-1901,1901-03-20,Purdue,purdue,Purdue,12,41,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"M20 at Purdue                        L, 12-41",44,Early H/A/N checked against authoritative Indiana/Purdue reciprocal history; Butler ledger notation is not used mechanically where reciprocal evidence contradicts it.
BUTRAW-00015,butler,1901-1902,1902-01-15,Indiana,indiana,Indiana,17,15,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"J15   at Indiana                 W, 17-15",44,
BUTRAW-00016,butler,1901-1902,1902-01-25,PURDUE,purdue,Purdue,23,30,L,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","J25 PURDUE                        L, 23-30",44,Early H/A/N checked against authoritative Indiana/Purdue reciprocal history; Butler ledger notation is not used mechanically where reciprocal evidence contradicts it.
BUTRAW-00017,butler,1901-1902,1902-02-19,Purdue,purdue,Purdue,24,71,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F19  at Purdue                        L, 24-71",44,Early H/A/N checked against authoritative Indiana/Purdue reciprocal history; Butler ledger notation is not used mechanically where reciprocal evidence contradicts it.
BUTRAW-00018,butler,1901-1902,1902-02-25,INDIANA,indiana,Indiana,29,32,L,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","F25 INDIANA                       L, 29-32",44,
BUTRAW-00019,butler,1902-1903,1903-01-14,Indiana,indiana,Indiana,16,28,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"J14   at Indiana                       L, 16-28",44,Early H/A/N checked against authoritative Indiana/Purdue reciprocal history; Butler ledger notation is not used mechanically where reciprocal evidence contradicts it.
BUTRAW-00020,butler,1902-1903,1903-02-23,INDIANA,indiana,Indiana,23,35,L,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","F23 INDIANA                       L, 23-35",44,Early H/A/N checked against authoritative Indiana/Purdue reciprocal history; Butler ledger notation is not used mechanically where reciprocal evidence contradicts it.
BUTRAW-00021,butler,1903-1904,,Indiana State Normal,indiana-state,Indiana State,28,14,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal        W, 28-14",44,
BUTRAW-00022,butler,1903-1904,,DePauw,depauw,DePauw,24,38,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                         L, 24-38",44,
BUTRAW-00023,butler,1903-1904,,Earlham,earlham,Earlham,23,43,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Earlham                         L, 23-43",44,
BUTRAW-00024,butler,1903-1904,,Indiana State Normal,indiana-state,Indiana State,22,14,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal        W, 22-14",44,
BUTRAW-00025,butler,1904-1905,,Wabash,wabash,Wabash,30,23,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Wabash                  W, 30-23",44,
BUTRAW-00026,butler,1904-1905,1905-01-25,INDIANA,indiana,Indiana,23,41,L,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","J25  INDIANA                       L, 23-41",44,
BUTRAW-00027,butler,1904-1905,,Franklin,franklin,Franklin,30,29,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 30-29",44,
BUTRAW-00028,butler,1904-1905,,Indiana State Normal,indiana-state,Indiana State,29,31,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal           L, 29-31",44,
BUTRAW-00029,butler,1904-1905,,Franklin,franklin,Franklin,45,22,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 45-22",44,
BUTRAW-00030,butler,1904-1905,1905-02-26,INDIANA,indiana,Indiana,44,29,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","F26 INDIANA                W, 44-29",44,
BUTRAW-00031,butler,1904-1905,,Hanover,hanover,Hanover,44,23,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Hanover                  W, 44-23",44,
BUTRAW-00032,butler,1904-1905,,Earlham,earlham,Earlham,41,36,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Earlham                  W, 41-36",44,
BUTRAW-00033,butler,1905-1906,,Shortridge High School,shortridge-high-school,Shortridge High School,18,8,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Shortridge High School        W, 18-8",44,
BUTRAW-00034,butler,1905-1906,1906-01-09,Indiana,indiana,Indiana,11,42,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"J9    at Indiana                       L, 11-42",44,
BUTRAW-00035,butler,1906-1907,,Purdue Medical School,purdue-medical-school,Purdue Medical School,46,8,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Purdue Medical School        W, 46-8",44,
BUTRAW-00036,butler,1906-1907,,DePauw,depauw,DePauw,28,43,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                         L, 28-43",44,
BUTRAW-00037,butler,1906-1907,,Indiana State Normal,indiana-state,Indiana State,23,20,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal        W, 23-20",44,
BUTRAW-00038,butler,1906-1907,1907-02-11,INDIANA,indiana,Indiana,17,30,L,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","F11  INDIANA                       L, 17-30",44,
BUTRAW-00039,butler,1906-1907,1907-02-23,Indiana,indiana,Indiana,7,42,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F23  at Indiana                        L, 7-42",44,
BUTRAW-00040,butler,1906-1907,,Earlham,earlham,Earlham,13,33,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Earlham                         L, 13-33",44,
BUTRAW-00041,butler,1907-1908,,Rose Polytechnic Inst.,rose-hulman,Rose-Hulman,17,34,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Rose Polytechnic Inst.           L, 17-34",44,
BUTRAW-00042,butler,1907-1908,,Indiana State Normal,indiana-state,Indiana State,35,24,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal        W, 35-24",44,
BUTRAW-00043,butler,1907-1908,,Indiana Law School,indiana-law-school,Indiana Law School,43,14,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana Law School         W, 43-14",44,
BUTRAW-00044,butler,1907-1908,,Earlham,earlham,Earlham,21,29,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Earlham                         L, 21-29",44,
BUTRAW-00045,butler,1907-1908,,DePauw,depauw,DePauw,23,22,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 23-22",44,
BUTRAW-00046,butler,1907-1908,,DePauw,depauw,DePauw,21,27,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                         L, 21-27",44,
BUTRAW-00047,butler,1907-1908,,Rose Polytechnic Inst.,rose-hulman,Rose-Hulman,13,33,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Rose Polytechnic Inst.           L, 13-33",44,
BUTRAW-00048,butler,1907-1908,,"Miami, Ohio",miami-oh,Miami (OH),47,12,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Miami, Ohio               W, 47-12",44,
BUTRAW-00049,butler,1908-1909,,Hanover,hanover,Hanover,37,21,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Hanover                  W, 37-21",44,
BUTRAW-00050,butler,1908-1909,1909-01-27,NOTRE DAME,notre-dame,Notre Dame,14,47,L,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","J27 NOTRE DAME                  L, 14-47",44,
BUTRAW-00051,butler,1908-1909,,Earlham,earlham,Earlham,16,28,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Earlham                         L, 16-28",44,
BUTRAW-00052,butler,1908-1909,,Franklin,franklin,Franklin,15,10,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 15-10",44,
BUTRAW-00053,butler,1908-1909,,Hanover,hanover,Hanover,26,18,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Hanover                  W, 26-18",44,
BUTRAW-00054,butler,1908-1909,,Transylvania,transylvania,Transylvania,29,28,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Transylvania              W, 29-28",44,
BUTRAW-00055,butler,1908-1909,,DePauw,depauw,DePauw,32,24,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 32-24",44,
BUTRAW-00056,butler,1909-1910,,Hanover,hanover,Hanover,23,38,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Hanover                         L, 23-38",44,
BUTRAW-00057,butler,1909-1910,1910-02-09,Notre Dame,notre-dame,Notre Dame,16,49,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F9   at Notre Dame                   L, 16-49",44,
BUTRAW-00058,butler,1909-1910,,Indiana State Normal,indiana-state,Indiana State,25,8,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal         W, 25-8",44,
BUTRAW-00059,butler,1909-1910,1910-02-18,Wabash,wabash,Wabash,19,55,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"Wabash                          L, 19-55",44,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00060,butler,1909-1910,,Hanover,hanover,Hanover,31,53,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Hanover                         L, 31-53",44,
BUTRAW-00061,butler,1909-1910,,DePauw,depauw,DePauw,27,21,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 27-21",44,
BUTRAW-00062,butler,1909-1910,,Indiana State Normal,indiana-state,Indiana State,38,15,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal        W, 38-15",44,
BUTRAW-00063,butler,1910-1911,,Franklin,franklin,Franklin,26,10,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 26-10",44,
BUTRAW-00064,butler,1910-1911,1911-01-11,Indiana,indiana,Indiana,16,41,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"J11   at Indiana                       L, 16-41",44,
BUTRAW-00065,butler,1910-1911,,Indiana State Normal,indiana-state,Indiana State,25,10,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal        W, 25-10",44,
BUTRAW-00066,butler,1910-1911,,DePauw,depauw,DePauw,14,15,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                         L, 14-15",44,
BUTRAW-00067,butler,1910-1911,1911-01-27,Wabash,wabash,Wabash,8,27,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"Wabash                           L, 8-27",44,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00068,butler,1910-1911,1911-02-03,Wabash,wabash,Wabash,18,25,L,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","Wabash                          L, 18-25",44,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00069,butler,1910-1911,,Indiana State Normal,indiana-state,Indiana State,36,14,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Indiana State Normal        W, 36-14",44,
