source_game_id,source_program_key,season_label,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,team_score,opponent_score,played_result,overtime_periods,curated_site_type,curated_venue_name,city,state,curated_game_type,curated_postseason_round,event_or_tournament,administrative_status,site_research_status,site_research_basis,raw_text,source_page,source_series_event_note
BAYRAW-00039,baylor,1909-1910,1910-01-17,TCU,tcu,TCU,66,14,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,J17 TCU W 66-14 D,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00040,baylor,1909-1910,1910-02-05,at Texas,texas,Texas,31,28,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F5 at Texas W 31-28,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00041,baylor,1909-1910,1910-02-10,at Fort Worth Y,fort-worth-ymca,Fort Worth YMCA,37,14,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F10 at Fort Worth Y W 37-14,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00042,baylor,1909-1910,1910-02-10,at Decatur College,dallas-baptist,Dallas Baptist University,28,27,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F10 at Decatur College W 28-27 J,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00043,baylor,1909-1910,1910-02-12,at Decatur College,dallas-baptist,Dallas Baptist University,21,30,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F12 at Decatur College L 21-30,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00044,baylor,1909-1910,1910-02-12,at Decatur College,dallas-baptist,Dallas Baptist University,18,27,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F12 at Decatur College L 18-27 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00045,baylor,1909-1910,1910-02-14,at Poly College,texas-wesleyan,Texas Wesleyan,27,28,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F14 at Poly College L 27-28,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00046,baylor,1909-1910,1910-02-14,at Fort Worth Y,fort-worth-ymca,Fort Worth YMCA,28,31,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F14 at Fort Worth Y L 28-31 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00047,baylor,1909-1910,1910-02-17,WACO Y,waco-ymca,Waco YMCA,39,36,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,F17 WACO Y W 39-36,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00048,baylor,1909-1910,1910-02-18,WACO Y,waco-ymca,Waco YMCA,36,24,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,F18 WACO Y W 36-24 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00049,baylor,1909-1910,1910-02-23,TEXAS,texas,Texas,37,40,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,F23 TEXAS L 37-40 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00050,baylor,1910-1911,1911-02-03,at Texas,texas,Texas,34,33,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F3 at Texas W 34-33,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00051,baylor,1910-1911,,SAN ANTONIO Y,san-antonio-ymca,San Antonio YMCA,41,20,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,SAN ANTONIO Y W 41-20,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00052,baylor,1910-1911,,SAN ANTONIO Y,san-antonio-ymca,San Antonio YMCA,36,28,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,SAN ANTONIO Y W 36-28,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00053,baylor,1910-1911,,TCU,tcu,TCU,26,30,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,TCU L 26-30,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00054,baylor,1910-1911,,TCU,tcu,TCU,32,24,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,TCU W 32-24,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00055,baylor,1910-1911,,DECATUR COLLEGE,dallas-baptist,Dallas Baptist University,28,27,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,DECATUR COLLEGE W 28-27,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00056,baylor,1910-1911,,DECATUR COLLEGE,dallas-baptist,Dallas Baptist University,21,30,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,DECATUR COLLEGE L 21-30,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00057,baylor,1910-1911,,POLY COLLEGE,texas-wesleyan,Texas Wesleyan,28,24,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,POLY COLLEGE W 28-24,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00058,baylor,1910-1911,,POLY COLLEGE,texas-wesleyan,Texas Wesleyan,36,14,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,POLY COLLEGE W 36-14,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00059,baylor,1910-1911,,WACO Y,waco-ymca,Waco YMCA,36,14,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,WACO Y W 36-14,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00060,baylor,1911-1912,,TCU,tcu,TCU,37,18,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,TCU W 37-18 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00061,baylor,1911-1912,,TCU,tcu,TCU,36,22,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,TCU W 36-22 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00062,baylor,1911-1912,1912-02-15,TEXAS,texas,Texas,38,26,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,F15 TEXAS W 38-26,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00063,baylor,1911-1912,,TEXAS STATE,texas-state,Texas State,36,18,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,TEXAS STATE W 36-18 1,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00064,baylor,1911-1912,,TEXAS STATE,texas-state,Texas State,28,20,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,TEXAS STATE W 28-20,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00065,baylor,1911-1912,,DECATUR COLLEGE,dallas-baptist,Dallas Baptist University,26,16,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,DECATUR COLLEGE W 26-16,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00066,baylor,1911-1912,,DECATUR COLLEGE,dallas-baptist,Dallas Baptist University,32,20,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,DECATUR COLLEGE W 32-20,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00067,baylor,1911-1912,,WACO Y,waco-ymca,Waco YMCA,37,14,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,WACO Y W 37-14,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00068,baylor,1911-1912,,FORT WORTH Y,fort-worth-ymca,Fort Worth YMCA,36,20,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,FORT WORTH Y W 36-20,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00069,baylor,1911-1912,,POLY COLLEGE,texas-wesleyan,Texas Wesleyan,52,23,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,POLY COLLEGE W 52-23,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00070,baylor,1911-1912,,POLY COLLEGE,texas-wesleyan,Texas Wesleyan,28,24,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,POLY COLLEGE W 28-24,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00071,baylor,1911-1912,,WACO Y,waco-ymca,Waco YMCA,32,20,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,WACO Y W 32-20,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00072,baylor,1912-1913,,SOUTHWESTERN,southwestern-tx,Southwestern (Texas),32,17,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,SOUTHWESTERN W 32-17,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00073,baylor,1912-1913,1913-01-25,at Texas,texas,Texas,15,41,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,J25 at Texas L 15-41 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00074,baylor,1912-1913,,SOUTHWESTERN,southwestern-tx,Southwestern (Texas),31,15,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,SOUTHWESTERN W 31-15 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00075,baylor,1912-1913,,WACO Y,waco-ymca,Waco YMCA,43,10,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,WACO Y W 43-10 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00076,baylor,1912-1913,1913-02-08,TEXAS,texas,Texas,33,25,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,F8 TEXAS W 33-25 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00077,baylor,1912-1913,,FORT WORTH Y,fort-worth-ymca,Fort Worth YMCA,23,46,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,FORT WORTH Y L 23-46 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00078,baylor,1912-1913,,FORT WORTH Y,fort-worth-ymca,Fort Worth YMCA,20,45,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,FORT WORTH Y L 20-45,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00079,baylor,1912-1913,,DECATUR COLLEGE,dallas-baptist,Dallas Baptist University,13,31,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,DECATUR COLLEGE L 13-31 1,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00080,baylor,1912-1913,,WACO Y,waco-ymca,Waco YMCA,21,22,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,WACO Y L 21-22,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00081,baylor,1913-1914,,at Howard Payne,howard-payne,Howard Payne,15,25,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,at Howard Payne L 15-25,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00082,baylor,1913-1914,,at Howard Payne,howard-payne,Howard Payne,17,28,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,at Howard Payne L 17-28,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00083,baylor,1913-1914,,DECATUR COLLEGE,dallas-baptist,Dallas Baptist University,11,48,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,DECATUR COLLEGE L 11-48,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00084,baylor,1913-1914,,DECATUR COLLEGE,dallas-baptist,Dallas Baptist University,9,23,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,DECATUR COLLEGE L 9-23 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00085,baylor,1913-1914,,SOUTHWESTERN,southwestern-tx,Southwestern (Texas),29,24,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,SOUTHWESTERN W 29-24,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00086,baylor,1913-1914,1914-02-07,at Texas,texas,Texas,14,51,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,F7 at Texas L 14-51,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00087,baylor,1913-1914,1914-02-13,TEXAS,texas,Texas,19,53,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,F13 TEXAS L 19-53 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00088,baylor,1913-1914,,HOWARD PAYNE,howard-payne,Howard Payne,15,26,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,HOWARD PAYNE L 15-26 F,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00089,baylor,1913-1914,,HOWARD PAYNE,howard-payne,Howard Payne,14,25,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,HOWARD PAYNE L 14-25,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00090,baylor,1914-1915,,WACO HS,waco-hs,Waco HS,46,19,W,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,WACO HS W 46-19 D,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00091,baylor,1914-1915,,DECATUR COLLEGE,dallas-baptist,Dallas Baptist University,25,34,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,DECATUR COLLEGE L 25-34,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
BAYRAW-00092,baylor,1914-1915,1915-01-29,* RICE,rice,Rice,10,45,L,0,SOURCE_PROGRAM_HOME,Carroll Field,Waco,TX,REGULAR_SEASON,,,,,,J29 * RICE L 10-45 J,BU_MBB_Media_Almanac_25-26_Final.pdf PDF page 100,
