source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
baylor,capital-one-arena,VEN-000036,Capital One Arena,Verizon Center,Washington,DC,arena,,,,1,2008-03-20,2008-03-20,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000036); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000036.
baylor,carroll-field-baylor,VEN-000569,Carroll Field,,Waco,TX,field,,,,139,1906-10-12,1920-01-31,primary_home,1906-10-12,1920-01-31,exact,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-local physical venue candidate; no numeric global venue ID assigned during Research. Serialized current-main rebase is required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000569.
baylor,cassell-coliseum,VEN-000329,Cassell Coliseum,,Blacksburg,VA,coliseum,,,,1,2009-03-21,2009-03-21,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000329); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000329.
baylor,delta-center,VEN-000055,Delta Center,Vivint Smart Home Arena,Salt Lake City,UT,arena,,,,2,2019-03-21,2019-03-23,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000055); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000055.
baylor,dickies-arena,VEN-000057,Dickies Arena,,Fort Worth,TX,arena,,,,3,2022-03-17,2026-02-14,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000057); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000057.
baylor,fair-park-recreation-building,VEN-000570,Fair Park Recreation Building,,Dallas,TX,arena,,,,1,1949-03-09,1949-03-09,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-local physical venue candidate; no numeric global venue ID assigned during Research. Serialized current-main rebase is required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000570.
baylor,fedexforum,VEN-000062,FedExForum,,Memphis,TN,arena,,,,2,2024-03-22,2024-03-24,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000062); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000062.
baylor,ferrell-center,VEN-000571,Ferrell Center,,Waco,TX,arena,,,,571,1988-11-29,2023-12-22,primary_home,1988-11-29,2023-12-22,exact,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-local physical venue candidate; no numeric global venue ID assigned during Research. Serialized current-main rebase is required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000571.
baylor,foster-pavilion,VEN-000572,Foster Pavilion,,Waco,TX,pavilion,,,,43,2024-01-02,2026-03-07,primary_home,2024-01-02,,exact,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-local physical venue candidate; no numeric global venue ID assigned during Research. Serialized current-main rebase is required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000572.
baylor,frost-bank-center,VEN-000295,Frost Bank Center,AT&T Center,San Antonio,TX,arena,,,,2,2014-03-21,2014-03-23,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000295); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000295.
baylor,gainbridge-fieldhouse,VEN-000070,Gainbridge Fieldhouse,,Indianapolis,IN,arena,,,,1,2020-12-02,2020-12-02,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000070); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000070.
baylor,georgia-dome,VEN-000073,Georgia Dome,,Atlanta,GA,stadium,,,,2,2012-03-23,2012-03-25,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000073); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000073.
baylor,gregory-gym,VEN-000335,Gregory Gym,,Austin,TX,gymnasium,,,,1,1977-02-26,1977-02-26,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000335); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000335.
baylor,heart-o-texas-coliseum,VEN-000336,Heart O' Texas Coliseum,,Waco,TX,coliseum,,,,400,1953-12-01,1988-03-05,primary_home,1953-12-01,1988-03-05,exact,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000336); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000336.
baylor,hemisfair-arena,VEN-000337,HemisFair Arena,,San Antonio,TX,arena,,,,1,1981-03-05,1981-03-05,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000337); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000337.
baylor,hinkle-fieldhouse,VEN-000080,Hinkle Fieldhouse,,Indianapolis,IN,arena,,,,2,2021-03-21,2021-03-27,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000080); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000080.
baylor,honda-center,VEN-000082,Honda Center,,Anaheim,CA,arena,,,,1,2014-03-27,2014-03-27,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000082); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000082.
baylor,htc-center,VEN-000354,HTC Center,,Conway,SC,arena,,,,2,2019-11-21,2019-11-24,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000354); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000354.
baylor,humphrey-coliseum,VEN-000087,Humphrey Coliseum,,Starkville,MS,coliseum,,,,1,1990-03-15,1990-03-15,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000087); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000087.
baylor,imperial-arena,VEN-000088,Imperial Arena,,Nassau,BS,arena,,,,6,2016-11-23,2021-11-26,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000088); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000088.
baylor,joyce-center,VEN-000098,Joyce Center,,South Bend,IN,arena,,,,1,1988-03-17,1988-03-17,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000098); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000098.
baylor,kemper-arena,VEN-000099,Kemper Arena,,Kansas City,MO,arena,,,,11,1997-03-06,2005-03-10,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000099); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000099.
baylor,lenovo-center,VEN-000110,Lenovo Center,,Raleigh,NC,arena,,,,2,2025-03-21,2025-03-23,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000110); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000110.
baylor,little-caesars-arena,VEN-000113,Little Caesars Arena,,Detroit,MI,arena,,,,1,2023-12-16,2023-12-16,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000113); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000113.
baylor,lubbock-municipal-coliseum,VEN-000119,Lubbock Municipal Coliseum,,Lubbock,TX,coliseum,,,,2,1983-03-07,1984-03-06,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000119); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000119.
baylor,lucas-oil-stadium,VEN-000120,Lucas Oil Stadium,,Indianapolis,IN,stadium,,,,4,2021-03-19,2021-04-05,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000120); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000120.
baylor,madison-square-garden-1925,VEN-000123,Madison Square Garden III,,New York,NY,arena,,,,5,1948-03-23,1950-03-28,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000123); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000123.
baylor,madison-square-garden-1968,VEN-000124,Madison Square Garden,,New York,NY,arena,,,,6,2009-03-31,2023-12-20,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000124); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000124.
baylor,marrs-mclean-gymnasium,VEN-000573,Marrs-McLean Gymnasium,,Waco,TX,gymnasium,,,,148,1939-01-06,1953-02-28,primary_home,1939-01-06,1953-02-28,exact,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-local physical venue candidate; no numeric global venue ID assigned during Research. Serialized current-main rebase is required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000573.
baylor,mgm-grand-garden-arena,VEN-000133,MGM Grand Garden Arena,,Paradise,NV,arena,,,,1,2026-04-01,2026-04-01,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000133); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000133.
baylor,michelob-ultra-arena,VEN-000135,Michelob ULTRA Arena,,Paradise,NV,arena,,,,3,2025-11-24,2025-11-26,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000135); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000135.
baylor,moody-coliseum,VEN-000141,Moody Coliseum,,Dallas,TX,coliseum,,,,1,1980-02-25,1980-02-25,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000141); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000141.
baylor,municipal-auditorium-kc,VEN-000143,Municipal Auditorium,,Kansas City,MO,auditorium,,,,6,1946-03-22,1950-03-25,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000143); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000143.
baylor,paycom-center,VEN-000162,Paycom Center,Ford Center,Oklahoma City,OK,arena,,,,6,2007-03-08,2009-03-14,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000162); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000162.
baylor,reliant-stadium,VEN-000172,Reliant Stadium,,Houston,TX,stadium,,,,3,2002-11-30,2010-03-28,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000172); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000172.
baylor,reunion-arena,VEN-000173,Reunion Arena,,Dallas,TX,arena,,,,16,1982-03-04,2002-11-23,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000173); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000173.
baylor,sanford-pentagon,VEN-000251,Sanford Pentagon,,Sioux Falls,SD,arena,,,,2,2022-12-02,2023-11-07,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000251); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000251.
baylor,simmons-bank-arena,VEN-000185,Simmons Bank Arena,,North Little Rock,AR,arena,,,,1,2009-12-30,2009-12-30,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000185); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000185.
baylor,smoothie-king-center,VEN-000188,Smoothie King Center,New Orleans Arena,New Orleans,LA,arena,,,,2,2010-03-18,2010-03-20,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000188); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000188.
baylor,t-mobile-arena,VEN-000201,T-Mobile Arena,,Paradise,NV,arena,,,,5,2020-11-28,2026-04-04,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000201); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000201.
baylor,t-mobile-center,VEN-000202,T-Mobile Center,Sprint Center,Kansas City,MO,arena,,,,30,2008-03-13,2026-03-10,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000202); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000202.
baylor,the-pit,VEN-000208,The Pit,,Albuquerque,NM,arena,,,,3,2001-03-14,2012-03-17,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000208); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000208.
baylor,the-summit,VEN-000210,The Summit,,Houston,TX,arena,,,,3,1977-03-03,1979-03-01,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000210); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000210.
baylor,toyota-center,VEN-000213,Toyota Center,,Houston,TX,arena,,,,1,2019-12-18,2019-12-18,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000213); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000213.
baylor,vystar-veterans-memorial-arena,VEN-000227,VyStar Veterans Memorial Arena,Veterans Memorial Arena,Jacksonville,FL,arena,,,,1,2015-03-19,2015-03-19,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Baylor Stage 3A/3B physical-site research,Research-base global venue identity reused (VEN-000227); numeric identity remains subject to serialized current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000227.
baylor,lahaina-civic-center,VEN-000108,Lahaina Civic Center,,Lahaina,HI,arena,,,,6,1987-11-27,2013-11-27,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Stage 6 bounded Maui site challenge: Baylor/reciprocal institutional evidence and event-site evidence.,Research-base global venue identity reused (VEN-000108); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000108.
