source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
kansas-state,charlotte-coliseum-1988,VEN-000041,Charlotte Coliseum,,Charlotte,NC,arena,,,,1,1989-12-23,1989-12-23,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000041); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000041.
kansas-state,chi-health-center,VEN-000043,CHI Health Center Omaha,Qwest Center,Omaha,NE,arena,,,,2,2008-03-20,2008-03-22,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000043); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000043.
kansas-state,delta-center,VEN-000055,Delta Center,EnergySolutions Arena,Salt Lake City,UT,arena,,,,4,2010-03-25,2018-03-24,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000055); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000055.
kansas-state,don-haskins-center,VEN-000325,Don Haskins Center,Haskins Center,El Paso,TX,arena,,,,5,1977-12-16,1989-12-29,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000325); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000325.
kansas-state,donald-l-tucker-civic-center,VEN-000058,Donald L. Tucker Civic Center,,Tallahassee,FL,arena,,,,2,1994-12-29,1994-12-30,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000058); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000058.
kansas-state,enterprise-center,VEN-000060,Enterprise Center,Scotttrade Center,St. Louis,MO,arena,,,,1,2014-03-21,2014-03-21,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000060); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000060.
kansas-state,freedom-hall,VEN-000069,Freedom Hall,,Louisville,KY,arena,,,,2,1958-03-21,1958-03-22,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000069); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000069.
kansas-state,gallagher-iba-arena,VEN-000072,Gallagher-Iba Arena,,Stillwater,OK,arena,,,,1,1983-03-08,1983-03-08,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000072); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000072.
kansas-state,golden-1-center,VEN-000074,Golden 1 Center,,Sacramento,CA,arena,,,,1,2017-03-17,2017-03-17,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000074); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000074.
kansas-state,greensboro-coliseum,VEN-000076,Greensboro Coliseum,,Greensboro,NC,arena,,,,3,1989-03-16,2023-03-19,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000076); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000076.
kansas-state,hearnes-center,VEN-000077,Hearnes Center,,Columbia,MO,arena,,,,1,1985-03-06,1985-03-06,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000077); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000077.
kansas-state,hilton-coliseum,VEN-000079,Hilton Coliseum,,Ames,IA,arena,,,,2,1972-03-16,1972-03-18,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000079); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000079.
kansas-state,hofheinz-pavilion,VEN-000291,Hofheinz Pavilion,,Houston,TX,arena,,,,2,1973-03-15,1973-03-17,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000291); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000291.
kansas-state,hoosier-dome,VEN-000083,Hoosier Dome,,Indianapolis,IN,arena,,,,1,1990-03-16,1990-03-16,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000083); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000083.
kansas-state,hp-field-house,VEN-000084,HP Field House,,Orlando,FL,fieldhouse,,,,3,2007-11-22,2007-11-25,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000084); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000084.
kansas-state,intrust-bank-arena,VEN-000090,INTRUST Bank Arena,,Wichita,KS,arena,,,,4,2011-12-08,2017-12-09,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000090); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000090.
kansas-state,jenison-fieldhouse,VEN-000093,Jenison Fieldhouse,,East Lansing,MI,fieldhouse,,,,1,1952-12-19,1952-12-19,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000093); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000093.
kansas-state,provisional-john-gray-gym,VEN-000470,John Gray Gym,,George Town,KY,gymnasium,,,,3,2022-11-21,2022-11-23,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-time new physical identity; venue_key and blank numeric ID are provisional and require current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000470.
kansas-state,jon-m-huntsman-center,VEN-000097,Jon M. Huntsman Center,Huntsman Center;Special Events Center,Salt Lake City,UT,arena,,,,4,1981-03-19,1987-03-14,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000097); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000097.
kansas-state,provisional-jose-miguel-agrelot-coliseum,VEN-000471,José Miguel Agrelot Coliseum,,San Juan,PR,arena,,,,6,2009-11-19,2013-11-24,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-time new physical identity; venue_key and blank numeric ID are provisional and require current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000471.
kansas-state,joyce-center,VEN-000098,Joyce Center,,South Bend,IN,arena,,,,3,1988-03-17,1992-03-23,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000098); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000098.
kansas-state,kemper-arena,VEN-000099,Kemper Arena,,Kansas City,MO,arena,,,,62,1974-12-27,2005-03-11,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000099); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000099.
kansas-state,keyarena,VEN-000102,KeyArena,,Seattle,WA,arena,,,,1,2012-12-15,2012-12-15,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000102); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000102.
kansas-state,lahaina-civic-center,VEN-000108,Lahaina Civic Center,,Lahaina,HI,arena,,,,8,1985-11-22,2014-11-26,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000108); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000108.
kansas-state,lloyd-noble-center,VEN-000116,Lloyd Noble Center,,Norman,OK,arena,,,,1,1977-03-12,1977-03-12,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000116); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000116.
kansas-state,madison-square-garden-1968,VEN-000124,Madison Square Garden,,New York,NY,arena,,,,8,1976-03-16,2023-03-25,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000124); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000124.
kansas-state,marriott-center,VEN-000405,Marriott Center,,Provo,UT,arena,,,,2,1971-12-03,1971-12-04,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000405); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000405.
kansas-state,mckale-center,VEN-000127,McKale Center,,Tucson,AZ,arena,,,,3,1997-12-28,2011-03-19,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000127); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000127.
kansas-state,memorial-coliseum-kentucky,VEN-000129,Memorial Coliseum,,Lexington,KY,arena,,,,4,1961-12-22,1970-12-19,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000129); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000129.
kansas-state,memorial-gymnasium,VEN-000130,Memorial Gymnasium,,Nashville,TN,gymnasium,,,,6,1968-12-20,1986-12-27,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000130); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000130.
kansas-state,provisional-mobile-civic-center,VEN-000472,Mobile Civic Center,,Mobile,AL,arena,,,,1,2009-12-19,2009-12-19,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-time new physical identity; venue_key and blank numeric ID are provisional and require current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000472.
kansas-state,municipal-auditorium-kc,VEN-000143,Municipal Auditorium,,Kansas City,MO,auditorium,,,,103,1935-12-20,1973-12-29,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000143); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000143.
kansas-state,myriad-convention-center,VEN-000146,Myriad Convention Center,,Oklahoma City,OK,arena,,,,1,1977-03-17,1977-03-17,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000146); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000146.
kansas-state,provisional-nichols-gym,VEN-000473,Nichols Gym,,Manhattan,KS,gymnasium,,,,361,1911-01-17,1950-03-03,primary_home,1910-1911,1949-1950,season,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-time new physical identity; venue_key and blank numeric ID are provisional and require current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000473.
kansas-state,oakland-coliseum-arena,VEN-000153,Oakland Arena,,Oakland,CA,arena,,,,2,1995-12-28,1995-12-29,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-time new physical identity; venue_key and blank numeric ID are provisional and require current-main rebase before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000153.
kansas-state,orlando-arena,VEN-000158,Orlando Arena,,Orlando,FL,arena,,,,1,1993-03-18,1993-03-18,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000158); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000158.
kansas-state,orleans-arena,VEN-000356,Orleans Arena,,Las Vegas,NV,arena,,,,6,2006-12-22,2017-11-24,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000356); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000356.
kansas-state,palestra,VEN-000159,Palestra,The Palestra,Philadelphia,PA,arena,,,,1,1975-03-15,1975-03-15,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000159); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000159.
kansas-state,pauley-pavilion,VEN-000161,Pauley Pavilion,,Los Angeles,CA,arena,,,,2,1981-03-12,1981-03-14,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000161); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000161.
kansas-state,paycom-center,VEN-000162,Paycom Center,Ford Center,Oklahoma City,OK,arena,,,,5,2007-03-09,2010-03-20,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000162); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000162.
kansas-state,pontiac-silverdome,VEN-000166,Pontiac Silverdome,,Pontiac,MI,arena,,,,2,1988-03-25,1988-03-27,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000166); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000166.
kansas-state,ppg-paints-arena,VEN-000167,PPG Paints Arena,Consol Energy Center,Pittsburgh,PA,arena,,,,2,2012-03-15,2012-03-17,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000167); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000167.
kansas-state,prudential-center,VEN-000170,Prudential Center,,Newark,NJ,arena,,,,1,2019-12-14,2019-12-14,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000170); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000170.
kansas-state,reunion-arena,VEN-000173,Reunion Arena,,Dallas,TX,arena,,,,2,1982-03-12,1982-03-14,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000173); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000173.
kansas-state,reynolds-coliseum,VEN-000174,Reynolds Coliseum,,Raleigh,NC,arena,,,,1,1998-03-11,1998-03-11,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000174); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000174.
kansas-state,richmond-coliseum,VEN-000175,Richmond Coliseum,,Richmond,VA,arena,,,,1,1996-03-15,1996-03-15,,,,,Physical venue identity/location does not establish H/A/N; curated_site_type remains independently sourced.,Accepted Kansas State Stage 3A/3B site research; physical identity reconciled to research_base_sha de0c67405881b7be716c93ecb46f6ae2ea8e29ca.,Research-base global venue identity reused (VEN-000175); current-main rebase still required before tracked Phase 0. Integration rebase resolved final global venue ID VEN-000175.
