index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
10,PURRAW-00011,purdue,2025-26_purdue_media_guide_year_by_year,1900-1901,1901,1901-03-01,Indiana,Indiana,indiana,Yes,20,15,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,M1 -- / -- at Indiana W 20-15,resolved,,,,,
11,PURRAW-00012,purdue,2025-26_purdue_media_guide_year_by_year,1900-1901,1901,1901-03-02,Wabash,Wabash,wabash,No,17,15,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,M2 -- / -- at Wabash W 17-15,resolved,,,,,
12,PURRAW-00013,purdue,2025-26_purdue_media_guide_year_by_year,1900-1901,1901,1901-03-11,Logansport C.C.,Logansport C.C.,logansport-c-c,No,12,11,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,M11 -- / -- Logansport C.C. W 12-11,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
13,PURRAW-00014,purdue,2025-26_purdue_media_guide_year_by_year,1900-1901,1901,1901-03-15,Indiana,Indiana,indiana,Yes,23,19,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,M15 -- / -- Indiana W 23-19,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
14,PURRAW-00015,purdue,2025-26_purdue_media_guide_year_by_year,1900-1901,1901,1901-03-20,Butler,Butler,butler,Yes,41,12,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,M20 -- / -- Butler W 41-12,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
15,PURRAW-00016,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,,Vanderbilt,Vanderbilt,vanderbilt,Yes,30,6,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Vanderbilt W 30-6,resolved,,,,,
16,PURRAW-00017,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,,Birmingham,Birmingham,birmingham,No,27,13,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Birmingham W 27-13,resolved,,,,,
17,PURRAW-00018,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,,Birmingham,Birmingham,birmingham,No,15,19,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Birmingham L 15-19,resolved,,,,,
18,PURRAW-00019,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,,Vanderbilt,Vanderbilt,vanderbilt,Yes,15,18,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Vanderbilt L 15-18,resolved,,,,,
19,PURRAW-00020,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,,Chattanooga,Chattanooga,chattanooga,Yes,42,21,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Chattanooga W 42-21,resolved,,,,,
20,PURRAW-00021,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,,Chattanooga,Chattanooga,chattanooga,Yes,30,16,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Chattanooga W 30-16,resolved,,,,,
21,PURRAW-00022,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,,Cincinnati,Cincinnati,cincinnati,Yes,31,46,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Cincinnati L 31-46,resolved,,,,,
22,PURRAW-00023,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,1902-01-25,Butler,Butler,butler,Yes,30,23,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,J25 -- / -- at Butler W 30-23,resolved,,,,,
23,PURRAW-00024,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,1902-02-07,Indiana State,Indiana State,indiana-state,Yes,39,17,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F7 -- / -- Indiana State W 39-17,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
24,PURRAW-00025,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,1902-02-15,Indiana,Indiana,indiana,Yes,32,8,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,F15 -- / -- at Indiana W 32-8,resolved,,,,,
25,PURRAW-00026,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,1902-02-19,Butler,Butler,butler,Yes,71,24,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F19 -- / -- Butler W 71-24,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
26,PURRAW-00027,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,1902-03-07,Indiana,Indiana,indiana,Yes,71,25,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,M7 -- / -- Indiana W 71-25,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
27,PURRAW-00028,purdue,2025-26_purdue_media_guide_year_by_year,1901-1902,1902,1902-04-13,Yale,Yale,yale,Yes,67,10,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,A13 -- / -- Yale W 67-10,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
28,PURRAW-00029,purdue,2025-26_purdue_media_guide_year_by_year,1902-1903,1903,1902-12-12,Wabash,Wabash,wabash,No,27,20,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,D12 -- / -- Wabash W 27-20,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
29,PURRAW-00030,purdue,2025-26_purdue_media_guide_year_by_year,1902-1903,1903,1903-01-17,Rose Poly,Rose-Hulman,rose-hulman,No,46,15,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J17 -- / -- Rose Poly W 46-15,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
30,PURRAW-00031,purdue,2025-26_purdue_media_guide_year_by_year,1902-1903,1903,1903-01-24,Indiana State,Indiana State,indiana-state,Yes,41,12,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,J24 -- / -- at Indiana State W 41-12,resolved,,,,,
31,PURRAW-00032,purdue,2025-26_purdue_media_guide_year_by_year,1902-1903,1903,1903-01-30,Indiana,Indiana,indiana,Yes,52,16,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J30 -- / -- Indiana W 52-16,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
32,PURRAW-00033,purdue,2025-26_purdue_media_guide_year_by_year,1902-1903,1903,1903-02-07,Indiana State,Indiana State,indiana-state,Yes,52,9,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F7 -- / -- Indiana State W 52-9,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
33,PURRAW-00034,purdue,2025-26_purdue_media_guide_year_by_year,1902-1903,1903,1903-02-14,Rose Poly,Rose-Hulman,rose-hulman,No,43,13,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,F14 -- / -- at Rose Poly W 43-13,resolved,,,,,
34,PURRAW-00035,purdue,2025-26_purdue_media_guide_year_by_year,1902-1903,1903,1903-03-03,Wabash,Wabash,wabash,No,22,15,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,M3 -- / -- at Wabash W 22-15,resolved,,,,,
35,PURRAW-00036,purdue,2025-26_purdue_media_guide_year_by_year,1902-1903,1903,1903-03-06,Indiana,Indiana,indiana,Yes,17,13,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,M6 -- / -- at Indiana W 17-13,resolved,,,,,
36,PURRAW-00037,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-01-09,Manual H.S.,Manual H.S.,manual-h-s,No,26,13,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J9 -- / -- Manual H.S. W 26-13,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
37,PURRAW-00038,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-01-16,Rose Poly,Rose-Hulman,rose-hulman,No,19,18,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,J16 -- / -- at Rose Poly W 19-18,resolved,,,,,
38,PURRAW-00039,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-01-23,North Division H.S.,North Division H.S.,north-division-h-s,No,21,25,L,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J23 -- / -- North Division H.S. L 21-25,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
39,PURRAW-00040,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-01-25,Minnesota,Minnesota,minnesota,Yes,22,32,L,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J25 -- / -- Minnesota L 22-32,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
40,PURRAW-00041,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-01-30,Alumni,Alumni,alumni,No,40,39,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J30 -- / -- Alumni W 40-39,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
41,PURRAW-00042,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-01-30,Wabash,Wabash,wabash,No,23,18,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,J30 -- / -- at Wabash W 23-18,resolved,,,,,
42,PURRAW-00043,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-02-06,DePauw,DePauw,depauw,No,27,17,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F6 -- / -- DePauw W 27-17,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
43,PURRAW-00044,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-02-12,Indiana,Indiana,indiana,Yes,31,18,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,F12 -- / -- at Indiana W 31-18,resolved,,,,,
44,PURRAW-00045,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-02-13,DePauw,DePauw,depauw,No,37,27,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,F13 -- / -- at DePauw W 37-27,resolved,,,,,
45,PURRAW-00046,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-02-20,Wabash,Wabash,wabash,No,40,25,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F20 -- / -- Wabash W 40-25,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
46,PURRAW-00047,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-02-27,Rose Poly,Rose-Hulman,rose-hulman,No,35,27,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F27 -- / -- Rose Poly W 35-27,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
47,PURRAW-00048,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-03-06,Armour Institute,Armour Institute,armour-institute,No,25,23,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,M6 -- / -- Armour Institute W 25-23,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
48,PURRAW-00049,purdue,2025-26_purdue_media_guide_year_by_year,1903-1904,1904,1904-03-12,Indiana,Indiana,indiana,Yes,22,21,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,M12 -- / -- Indiana W 22-21,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
49,PURRAW-00050,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,,Wabash,Wabash,wabash,No,18,25,L,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- Wabash L 18-25,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
50,PURRAW-00051,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,,Alumni,Alumni,alumni,No,40,24,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- Alumni W 40-24,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
51,PURRAW-00052,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,1905-01-14,Indiana,Indiana,indiana,Yes,38,20,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J14 -- / -- Indiana W 38-20,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
52,PURRAW-00053,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,,Earlham,Earlham,earlham,No,34,22,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Earlham W 34-22,resolved,,,,,
53,PURRAW-00054,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,1905-01-21,Ohio State,Ohio State,ohio-state,Yes,23,26,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,J21 -- / -- at Ohio State L 23-26,resolved,,,,,
54,PURRAW-00055,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,,Chicago,Chicago,chicago,No,9,29,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Chicago L 9-29,resolved,,,,,
55,PURRAW-00056,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,1905-02-18,Indiana,Indiana,indiana,Yes,14,29,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,F18 -- / -- at Indiana L 14-29,resolved,,,,,
56,PURRAW-00057,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,1905-02-21,Minnesota,Minnesota,minnesota,Yes,19,34,L,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F21 -- / -- Minnesota L 19-34,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
57,PURRAW-00058,purdue,2025-26_purdue_media_guide_year_by_year,1904-1905,1905,,Wabash,Wabash,wabash,No,17,49,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Wabash L 17-49,resolved,,,,,
58,PURRAW-00059,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,,Wisconsin,Wisconsin,wisconsin,Yes,14,34,L,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,--- * -- / -- Wisconsin L 14-34,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
59,PURRAW-00060,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,,Wabash,Wabash,wabash,No,28,27,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- Wabash W 28-27,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
60,PURRAW-00061,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,1906-01-27,Illinois,Illinois,illinois,Yes,19,25,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,J27 * -- / -- at Illinois L 19-25,resolved,,,,,
61,PURRAW-00062,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,,Wisconsin,Wisconsin,wisconsin,Yes,15,31,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- * -- / -- at Wisconsin L 15-31,resolved,,,,,
62,PURRAW-00063,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,1906-02-10,Indiana,Indiana,indiana,Yes,27,25,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F10 * -- / -- Indiana W 27-25,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
63,PURRAW-00064,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,1906-02-17,Illinois,Illinois,illinois,Yes,48,22,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F17 * -- / -- Illinois W 48-22,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
64,PURRAW-00065,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,1906-02-26,Minnesota,Minnesota,minnesota,Yes,25,27,L,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F26 * -- / -- Minnesota L 25-27,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
65,PURRAW-00066,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,1906-03-10,Indiana,Indiana,indiana,Yes,27,30,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,M10 * -- / -- at Indiana L 27-30,resolved,,,,,
66,PURRAW-00067,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,,Wabash,Wabash,wabash,No,27,30,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- -- / -- at Wabash L 27-30,resolved,,,,,
67,PURRAW-00068,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,,Chicago,Chicago,chicago,No,19,26,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,--- * -- / -- at Chicago L 19-26,resolved,,,,,
68,PURRAW-00069,purdue,2025-26_purdue_media_guide_year_by_year,1905-1906,1906,,Chicago,Chicago,chicago,No,28,27,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,--- * -- / -- Chicago W 28-27,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
69,PURRAW-00070,purdue,2025-26_purdue_media_guide_year_by_year,1906-1907,1907,1906-12-21,Indiana State,Indiana State,indiana-state,Yes,55,10,W,0,,,H,SOURCE_PROGRAM_HOME,,Military Hall and Gymnasium,West Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,D21 -- / -- Indiana State W 55-10,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
70,PURRAW-00071,purdue,2025-26_purdue_media_guide_year_by_year,1906-1907,1907,1907-01-10,DePauw,DePauw,depauw,No,38,8,W,0,,,H,SOURCE_PROGRAM_HOME,,Lafayette Coliseum,Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J10 -- / -- DePauw W 38-8,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
71,PURRAW-00072,purdue,2025-26_purdue_media_guide_year_by_year,1906-1907,1907,1907-01-12,Illinois,Illinois,illinois,Yes,32,27,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,J12 * -- / -- at Illinois W 32-27,resolved,,,,,
72,PURRAW-00073,purdue,2025-26_purdue_media_guide_year_by_year,1906-1907,1907,1907-01-15,Rose Poly,Rose-Hulman,rose-hulman,No,41,18,W,0,,,H,SOURCE_PROGRAM_HOME,,Lafayette Coliseum,Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J15 -- / -- Rose Poly W 41-18,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
73,PURRAW-00074,purdue,2025-26_purdue_media_guide_year_by_year,1906-1907,1907,1907-01-18,Wabash,Wabash,wabash,No,19,28,L,0,,,H,SOURCE_PROGRAM_HOME,,Lafayette Coliseum,Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J18 -- / -- Wabash L 19-28,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
74,PURRAW-00075,purdue,2025-26_purdue_media_guide_year_by_year,1906-1907,1907,1907-01-25,Wisconsin,Wisconsin,wisconsin,Yes,27,33,L,0,,,H,SOURCE_PROGRAM_HOME,,Lafayette Coliseum,Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,J25 * -- / -- Wisconsin L 27-33,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
75,PURRAW-00076,purdue,2025-26_purdue_media_guide_year_by_year,1906-1907,1907,1907-02-09,Chicago,Chicago,chicago,No,16,28,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 114,F9 * -- / -- at Chicago L 16-28,resolved,,,,,
76,PURRAW-00077,purdue,2025-26_purdue_media_guide_year_by_year,1906-1907,1907,1907-02-16,Illinois,Illinois,illinois,Yes,45,18,W,0,,,H,SOURCE_PROGRAM_HOME,,Lafayette Coliseum,Lafayette,IN,,,REGULAR_SEASON,,PDF p. 114,F16 * -- / -- Illinois W 45-18,resolved,Venue supplied from Purdue primary-home chronology after independent home classification.,,,,
